dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,0,117.872,24.9025,11.8395,3.8103,154.641,158.424
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,1,117.071,14.4132,11.8345,3.61984,143.699,146.938
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,2,117.673,14.2767,11.8047,3.5881,143.074,147.343
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,3,117.062,14.3322,11.7882,3.59629,143.454,146.779
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,4,117.222,14.2779,11.7586,3.60243,142.899,146.861
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,5,117.429,14.2891,11.8086,3.59219,143.653,147.119
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,6,117.28,14.1386,11.8136,3.59834,142.971,146.831
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,7,117.562,14.2849,11.7907,3.60038,143.259,147.238
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,8,117.613,14.2854,11.8249,3.59731,142.984,147.321
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,9,116.931,14.4434,11.818,3.61472,143.681,146.807
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,10,117.558,14.1523,11.8309,3.59424,142.84,147.135
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,11,116.549,14.8847,11.8346,3.57376,143.985,146.842
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,12,117.514,14.3736,11.8219,3.5799,143.832,147.29
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,13,116.191,14.9638,11.8136,3.60858,143.782,146.577
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,14,117.632,14.1568,11.7897,3.59526,143.295,147.173
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,15,116.945,14.4506,11.7982,3.60038,143.734,146.795
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,16,116.938,14.1545,11.8394,3.60858,142.892,146.541
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,17,117.155,14.449,11.8533,3.62189,143.842,147.079
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,18,117.975,14.1672,11.8104,3.59526,143.219,147.548
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,19,116.179,14.2552,11.7812,3.57786,142.225,145.794
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,20,116.813,14.1494,11.8165,3.58707,142.512,146.366
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,21,117.598,14.1243,11.8245,3.60346,143.705,147.151
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,22,116.226,14.8515,11.7877,3.57581,143.827,146.441
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,23,117.663,14.1333,11.8787,3.61267,143.764,147.287
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,24,117.355,14.2463,11.8362,3.60755,143.709,147.045
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,25,117.576,14.152,11.8243,3.60141,143.543,147.154
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,26,117.543,14.3048,11.8378,3.58195,143.129,147.267
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,27,117.079,14.2799,11.8658,3.60346,143.166,146.828
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,28,117.93,14.1405,11.8325,3.5881,143.18,147.491
3,double,uniform,CPU,"P | P | P | P | D | N",4,512,29,118.097,14.8043,11.7986,3.61984,144.913,148.32
