dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,0,60.7833,19.3516,5.40849,2.08486,85.533,87.6283
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,1,59.3288,9.90254,5.33925,1.89952,74.9072,76.4701
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,2,59.3176,9.76996,5.34737,1.89133,74.3941,76.3263
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,3,59.0997,9.81979,5.3344,1.9057,74.3195,76.1596
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,4,59.1156,9.8008,5.35743,1.90362,74.744,76.1774
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,5,59.5123,9.81669,5.29332,1.90874,74.7384,76.531
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,6,59.5817,9.85725,5.2785,1.88826,74.5808,76.6057
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,7,59.4475,9.78195,5.32825,1.8985,74.6172,76.4562
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,8,59.1683,9.8425,5.32589,1.88314,74.5101,76.2198
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,9,59.6821,9.80555,5.32513,1.90259,74.7566,76.7154
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,10,59.8628,9.80433,5.31699,1.89952,74.6949,76.8837
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,11,59.7827,9.77074,5.34011,1.90976,74.7473,76.8033
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,12,59.1948,9.79457,5.35086,1.90464,74.4884,76.2449
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,13,59.5643,9.80515,5.33173,1.90464,74.6399,76.6058
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,14,59.4684,9.76722,5.34209,1.89645,74.5003,76.4741
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,15,59.178,9.99738,5.34465,1.89338,74.655,76.4134
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,16,59.9745,9.80159,5.32847,1.90157,74.9044,77.0061
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,17,59.4682,9.77233,5.33044,1.88621,74.8762,76.4572
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,18,59.6877,9.76653,5.34784,1.89235,74.8238,76.6945
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,19,59.5424,9.77732,5.33724,1.90362,74.5144,76.5605
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,20,59.2077,9.90518,5.33548,1.89952,74.8688,76.3479
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,21,59.127,9.84474,5.32011,1.8985,74.5488,76.1904
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,22,59.1952,10.0903,5.34663,1.89542,75.0764,76.5275
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,23,59.0059,10.0951,5.34789,1.8944,75.0153,76.3433
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,24,59.3332,9.77029,5.35496,1.90157,74.5137,76.36
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,25,59.6212,9.93672,5.34223,1.8985,75.232,76.7987
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,26,59.5144,9.84872,5.32106,1.89542,74.8606,76.5796
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,27,59.1502,9.90613,5.33056,1.90771,74.6031,76.2946
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,28,59.5357,9.7535,5.33505,1.90771,74.4338,76.5319
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,29,59.6628,9.85629,5.34305,1.89235,75.1837,76.7545
