dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,0,0.914112,586.386,2.3156,1.37421,578.547,590.99
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,1,0.46032,543.047,2.27013,0.956416,527.87,546.734
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,2,0.474816,515.944,2.2547,0.954368,516.643,519.628
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,3,0.460832,488.137,2.27063,0.955392,482.043,491.824
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,4,0.479744,493.92,2.27299,0.964608,496.275,497.638
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,5,0.456128,509.354,2.2534,0.953344,501.645,513.017
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,6,0.474304,491.848,2.25499,0.961536,493.12,495.539
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,7,0.457472,481.235,2.25229,0.95744,479.94,484.902
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,8,0.477216,527.387,2.2468,0.953344,528.712,531.064
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,9,0.476064,494.927,2.25745,0.954368,498.389,498.615
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,10,0.46176,500.322,2.28166,0.965632,471.484,504.031
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,11,0.478464,480.74,2.25491,0.958464,484.314,484.432
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,12,0.46416,521.81,2.26139,0.9216,525.058,525.458
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,13,0.459328,494.948,2.24494,0.954368,486.753,498.606
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,14,0.45648,504.547,2.24872,0.958464,508.094,508.211
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,15,0.463712,493.167,2.24475,0.953344,495.548,496.829
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,16,0.472224,519.408,2.24685,0.954368,522.96,523.082
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,17,0.455104,481.664,2.24672,0.955392,482.126,485.321
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,18,0.462112,480.251,2.28416,0.960512,483.808,483.957
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,19,0.479424,491.679,2.26655,0.958464,495.339,495.383
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,20,0.45664,481.529,2.24701,0.956416,478.682,485.189
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,21,0.459936,471.633,2.25478,0.953344,466.667,475.302
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,22,0.454304,498.631,2.24556,0.95744,502.175,502.289
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,23,0.457184,490.149,2.24824,0.953344,490.326,493.808
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,24,0.45184,487.491,2.25516,0.953344,490.992,491.152
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,25,0.4744,485.475,2.24779,0.95744,477.378,489.154
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,26,0.45536,475.865,2.2471,0.955392,476.022,479.523
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,27,0.46896,484.62,2.26258,0.919552,486.372,488.271
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,28,0.459392,522.784,2.23997,0.950272,520.319,526.433
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,29,0.468,512.464,2.27232,0.926624,516.236,516.13
