dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,0,119.821,24.6883,12.8459,3.77958,157.7,161.134
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,1,115.979,14.7679,12.8017,3.55328,142.956,147.102
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,2,116.881,14.2017,11.7885,3.59936,142.769,146.47
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,3,117.627,14.1618,11.8014,3.62394,143.504,147.215
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,4,117.253,14.2839,11.8554,3.59014,143.069,146.982
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,5,116.953,14.4438,11.7916,3.58707,143.357,146.775
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,6,116.794,14.8628,11.8003,3.61062,144.385,147.068
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,7,117.532,14.1409,11.7706,3.60653,143.517,147.05
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,8,117.814,14.1732,11.8118,3.59731,143.541,147.396
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,9,117.071,14.2709,11.7965,3.61062,143.002,146.749
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,10,118.246,14.143,11.8166,3.61574,143.441,147.821
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,11,117.631,14.1469,11.7628,3.60755,142.981,147.148
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,12,117.345,14.3671,11.781,3.60858,144.089,147.102
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,13,116.74,14.2998,11.8005,3.5881,142.819,146.428
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,14,118.033,14.2258,11.8135,3.61677,143.539,147.689
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,15,117.816,14.1877,11.7625,3.58912,143.327,147.356
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,16,116.944,14.397,11.855,3.57478,143.853,146.77
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,17,118.252,14.1441,11.8218,3.59014,144.211,147.808
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,18,117.173,14.23,11.8241,3.61574,142.977,146.843
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,19,117.811,14.3943,11.8458,3.6352,144.529,147.686
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,20,117.877,14.1436,11.845,3.60858,143.097,147.475
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,21,117.875,14.1793,11.8594,3.60243,143.302,147.516
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,22,117.445,14.3047,11.7808,3.61165,143.91,147.142
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,23,117.862,14.1578,11.7641,3.60448,143.339,147.389
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,24,116.699,14.2456,11.8225,3.59834,142.677,146.366
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,25,117.288,14.324,11.8113,3.60243,143.405,147.026
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,26,117.287,14.757,11.7806,3.59424,144.264,147.419
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,27,117.452,14.4998,11.7851,3.59526,144.228,147.332
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,28,118.194,14.1406,11.7942,3.61882,143.323,147.747
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,29,117.796,14.1415,11.8294,3.60858,143.841,147.375
