dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,0,3.53862,5.30051,27.4167,7.66874,44.0551,43.9245
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,1,3.16074,5.2927,27.0414,7.4793,43.1289,42.9741
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,2,3.16637,5.29206,27.2015,7.48851,43.2871,43.1485
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,3,3.14947,5.29326,27.3785,7.48237,43.4447,43.3036
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,4,3.15142,5.29478,27.2908,7.5008,43.3782,43.2378
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,5,3.15178,5.29312,27.397,7.48749,43.4693,43.3293
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,6,3.16342,5.29621,27.3713,7.47315,43.4452,43.3041
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,7,3.15645,5.29373,27.0692,7.46598,43.125,42.9853
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,8,3.15267,5.29232,27.3432,7.48851,43.416,43.2767
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,9,3.15024,5.29231,27.1657,7.48749,43.2347,43.0957
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,10,3.15382,5.28979,27.3991,7.48134,43.4637,43.3241
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,11,3.1808,5.29373,27.3495,7.4752,43.4384,43.2992
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,12,3.16298,5.29412,27.251,7.47622,43.3234,43.1844
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,13,3.17382,5.29371,27.425,7.47725,43.509,43.3698
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,14,3.1648,5.29193,27.3532,7.48544,43.438,43.2954
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,15,3.14867,5.29226,27.3281,7.48646,43.3953,43.2555
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,16,3.15827,5.29134,27.4097,7.48134,43.4649,43.3406
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,17,3.16118,5.28983,27.3564,7.48442,43.4318,43.2919
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,18,3.1537,5.29288,27.5399,7.47622,43.6016,43.4627
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,19,3.16221,5.2898,27.3804,7.48032,43.4527,43.3127
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,20,3.16579,5.29136,27.2815,7.51411,43.3932,43.2528
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,21,3.16083,5.2911,27.2492,7.48339,43.3253,43.1845
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,22,3.16883,5.29245,27.4697,7.4752,43.5446,43.4062
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,23,3.15299,5.29218,27.231,7.47213,43.2869,43.1483
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,24,3.1712,5.29364,27.2561,7.48237,43.3421,43.2034
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,25,3.16301,5.29092,27.0624,7.48339,43.1405,42.9997
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,26,3.16733,5.29107,27.3852,7.48544,43.4667,43.329
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,27,3.16064,5.29088,27.3871,7.48339,43.4613,43.322
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,28,3.16186,5.29316,27.3766,7.49875,43.4709,43.3304
3,float,uniform,GPU,"P | P | P | P | D | N",1,512,29,3.15453,5.29384,27.3335,7.48134,43.4041,43.2632
