dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,0,1.0015,1630.72,6.69131,3.48461,1629.76,1641.9
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,1,1.01981,1554.67,6.74974,2.47187,1548.66,1564.92
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,2,0.96208,1533.1,6.6617,2.4463,1541.76,1543.17
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,3,0.960288,1564.47,6.65702,2.44522,1550.79,1574.53
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,4,0.958368,1582.9,6.65675,2.44426,1589.4,1592.96
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,5,0.987904,1514.67,6.67498,2.45238,1523.27,1524.79
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,6,0.964832,1508.99,6.72458,2.46467,1503.39,1519.15
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,7,0.960704,1621.88,6.66083,2.44531,1619.45,1631.95
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,8,0.9592,1539.22,6.66004,2.44624,1549.03,1549.29
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,9,0.958272,1570.1,6.69006,2.4504,1580.34,1580.2
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,10,0.958176,1542.88,6.65697,2.44634,1543.26,1552.94
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,11,0.960544,1530.96,6.66524,2.44419,1540.82,1541.03
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,12,0.96176,1548.85,6.69495,2.45136,1541.56,1558.96
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,13,0.960128,1540.97,6.65669,2.44525,1544.45,1551.03
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,14,0.960064,1499.36,6.65565,2.44419,1507,1509.42
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,15,0.9648,1524.45,6.68773,2.44627,1534.69,1534.55
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,16,0.968864,1540.92,6.6366,2.44627,1550.97,1550.97
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,17,0.95136,1506.06,6.66782,2.45142,1516.23,1516.13
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,18,0.95776,1553.93,6.66412,2.44726,1559.27,1564
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,19,0.960192,1560.11,6.65618,2.44726,1562.38,1570.18
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,20,0.959136,1493.74,6.66128,2.45037,1496.85,1503.81
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,21,0.963904,1520.87,6.69233,2.44838,1531.11,1530.97
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,22,0.959904,1533.67,6.68514,2.44733,1543.91,1543.77
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,23,0.956128,1536.86,6.69704,2.4463,1547.1,1546.96
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,24,0.96048,1634.21,6.69525,2.45139,1644.45,1644.32
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,25,0.95728,1527.34,6.69013,2.44736,1537.59,1537.44
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,26,0.960672,1585.32,6.66189,2.44422,1590.65,1595.39
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,27,0.958144,1515.35,6.6655,2.44634,1524.57,1525.42
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,28,0.963616,1579.8,6.66712,2.44934,1576.27,1589.88
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,29,0.95936,1532.4,6.66543,2.45552,1531.44,1542.48
