dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,0,1.88902,24.0885,9.61417,1.67731,37.3884,37.269
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,1,1.43434,14.8193,9.55321,1.536,27.4226,27.3428
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,2,1.43261,14.7813,9.52534,1.53293,27.351,27.2721
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,3,1.43549,14.8583,9.55278,1.5319,27.4571,27.3785
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,4,1.4383,14.7382,9.57199,1.5319,27.3543,27.2804
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,5,1.43696,14.7658,9.53362,1.53293,27.3453,27.2693
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,6,1.43664,14.8011,9.54506,1.536,27.3974,27.3188
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,7,1.43642,14.8434,9.52316,1.5319,27.4131,27.3349
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,8,1.4359,14.8165,9.54705,1.53395,27.4063,27.3334
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,9,1.43421,14.7567,9.54548,1.52986,27.3423,27.2663
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,10,1.43434,14.7587,9.54739,1.53395,27.3498,27.2744
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,11,1.43405,14.7879,9.52762,1.53293,27.3593,27.2825
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,12,1.43747,14.7603,9.54537,1.52883,27.3596,27.272
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,13,1.43558,14.7552,9.55551,1.53395,27.3602,27.2803
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,14,1.43626,14.7362,9.54728,1.536,27.3379,27.2557
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,15,1.43478,14.7684,9.5574,1.53395,27.3734,27.2945
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,16,1.43491,14.7647,9.55253,1.53293,27.3629,27.2851
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,17,1.43597,14.808,9.52872,1.53088,27.3795,27.3035
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,18,1.43597,14.7668,9.55763,1.53395,27.375,27.2943
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,19,1.43274,14.794,9.54186,1.53088,27.3788,27.2995
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,20,1.43664,14.7867,9.52297,1.53395,27.357,27.2803
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,21,1.43766,14.7473,9.54852,1.53088,27.3508,27.2644
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,22,1.43536,14.8709,9.52415,1.536,27.4458,27.3664
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,23,1.43542,14.7592,9.5482,1.53395,27.3594,27.2768
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,24,1.43462,14.8484,9.54578,1.52781,27.4317,27.3566
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,25,1.43613,14.7836,9.51975,1.53088,27.3456,27.2703
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,26,1.43574,14.8084,9.53442,1.52781,27.3824,27.3064
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,27,1.43984,14.7949,9.51984,1.53293,27.3646,27.2875
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,28,1.43702,14.827,9.52699,1.53088,27.3952,27.3219
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,29,1.43446,14.7789,9.56391,1.5319,27.3884,27.3091
