dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,0,1.94272,24.0876,12.8144,3.73043,42.7113,42.5751
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,1,1.44224,14.6755,12.7941,3.58093,32.5826,32.4927
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,2,1.44643,14.6711,12.7866,3.55942,32.5511,32.4635
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,3,1.44547,14.6727,12.7992,3.56454,32.5675,32.4819
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,4,1.44576,14.6724,12.8054,3.5543,32.5654,32.4778
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,5,1.44627,14.7091,12.7956,3.5625,32.6064,32.5134
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,6,1.44733,14.7058,12.8056,3.584,32.6376,32.5427
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,7,1.44733,14.6728,12.7771,3.57069,32.5579,32.4679
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,8,1.44653,14.6773,12.793,3.58298,32.5877,32.4997
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,9,1.44595,14.6742,12.7295,3.56147,32.4987,32.4112
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,10,1.44576,14.6698,12.7946,3.57376,32.5695,32.484
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,11,1.4415,14.6704,12.7985,3.56762,32.571,32.478
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,12,1.44538,14.7077,12.78,3.55533,32.5816,32.4885
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,13,1.44688,14.7185,12.7277,3.55635,32.548,32.4495
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,14,1.44163,14.6705,12.7892,3.54918,32.5427,32.4506
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,15,1.44227,14.6664,12.7758,3.54816,32.522,32.4327
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,16,1.44566,14.6705,12.7833,3.55123,32.5483,32.4507
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,17,1.44352,14.6735,12.7063,3.56557,32.4761,32.3889
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,18,1.4448,14.6606,12.7465,3.56864,32.5083,32.4205
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,19,1.44397,14.6646,12.7678,3.55738,32.521,32.4337
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,20,1.44515,14.6703,12.7833,3.56147,32.5456,32.4602
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,21,1.44701,14.6838,12.7008,3.54611,32.4675,32.3777
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,22,1.44224,14.6528,12.7789,3.54509,32.505,32.4191
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,23,1.44349,14.6685,12.7984,3.57581,32.575,32.4862
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,24,1.44326,14.6664,12.7583,3.56864,32.528,32.4366
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,25,1.44659,14.6651,12.7149,3.56352,32.479,32.3901
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,26,1.44586,14.7238,12.7891,3.56557,32.6159,32.5243
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,27,1.44611,14.6578,12.8054,3.55738,32.5526,32.4667
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,28,1.44749,14.6752,12.8057,3.56762,32.5856,32.496
3,double,uniform,GPU,"P | P | P | P | N | D",4,512,29,1.44435,14.6656,12.7625,3.58298,32.543,32.4554
