dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,0,115.037,14.8567,18.0021,2.0992,149.635,149.995
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,1,114.813,9.59913,17.9927,1.97427,142.664,144.379
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,2,115.074,9.45769,16.3894,1.92205,141.47,142.843
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,3,114.701,9.36397,15.3218,1.89338,140.04,141.28
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,4,114.67,9.36401,15.351,1.89747,140.153,141.283
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,5,114.627,9.3697,15.3448,1.8903,140.07,141.232
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,6,114.445,9.36695,15.3342,1.89952,140.611,141.045
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,7,114.467,9.3675,15.3204,1.89338,140.061,141.048
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,8,114.022,9.36222,15.3327,1.89952,139.943,140.616
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,9,115.741,9.37043,15.324,1.88826,141.164,142.324
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,10,114.641,9.36605,15.3228,1.8944,140.912,141.224
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,11,114.724,9.36233,15.3045,1.89338,140.158,141.284
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,12,114.064,9.36772,15.3176,1.89133,140.002,140.641
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,13,114.181,9.37303,15.3139,1.89338,140.854,140.762
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,14,115.066,9.53989,15.3105,1.89338,141.435,141.809
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,15,114.842,9.36839,15.3243,1.89338,140.403,141.429
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,16,114.757,9.36952,15.3314,1.89338,140.889,141.351
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,17,115.328,9.37202,15.3098,1.88826,140.943,141.898
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,18,114.202,9.36677,15.3121,1.89235,140.864,140.773
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,19,114.852,9.36734,15.3283,1.89645,140.462,141.444
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,20,113.281,9.46731,15.3089,1.89952,139.969,139.957
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,21,116.503,9.37212,15.3151,1.89952,141.957,143.089
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,22,113.653,9.36413,15.3156,1.89542,139.934,140.228
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,23,113.267,9.43181,15.3174,1.89747,139.851,139.914
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,24,114.205,9.362,15.3095,1.89235,139.756,140.769
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,25,114.617,9.95058,15.3004,1.8944,141.856,141.762
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,26,114.036,9.41731,15.341,1.89747,140.787,140.692
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,27,114.588,9.46818,15.3121,1.89952,141.005,141.268
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,28,115.042,9.37972,15.298,1.89338,140.475,141.613
3,float,uniform,CPU,"D | D | D | D | D | D",2,512,29,115.46,9.37847,15.2941,1.89235,141.626,142.025
