dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,0,114.794,22.1385,12.182,3.95571,152.929,153.07
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,1,114.475,16.2308,11.8432,3.75398,146.153,146.303
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,2,113.861,16.3885,12.0825,3.75808,146.008,146.09
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,3,114.445,16.0934,12.0799,3.75808,146.477,146.377
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,4,114.153,16.0185,12.1235,3.76218,145.57,146.057
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,5,113.452,16.0259,12.0629,3.75808,144.813,145.299
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,6,113.834,16.063,12.0162,3.75091,145.152,145.664
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,7,114.531,16.0435,12.0808,3.75398,145.997,146.409
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,8,114.284,16.0027,12.1401,3.75091,146.274,146.177
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,9,114.108,16.1436,12.0449,3.75603,145.598,146.052
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,10,114.545,16.0297,12.1001,3.74886,145.999,146.424
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,11,114.576,16.2064,11.9866,3.75194,146.147,146.521
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,12,114.391,16.1824,11.9506,3.75091,146.375,146.275
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,13,113.847,16.0104,12.069,3.75296,144.927,145.679
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,14,114.666,16.0304,12.0663,3.75398,145.91,146.516
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,15,114.8,16.0125,12.0811,3.74886,145.507,146.642
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,16,114.852,16.0755,12.0416,3.74886,146.117,146.718
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,17,114.133,16.122,12.0725,3.75501,145.944,146.082
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,18,113.876,16.1551,12.0504,3.7417,145.817,145.823
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,19,114.797,16.0304,12.0394,3.74579,146.071,146.612
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,20,115.515,16.1292,12.1901,3.75603,147.036,147.59
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,21,114.615,16.0489,12.0072,3.73658,145.335,146.407
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,22,114.557,16.0275,12.1189,3.76422,145.37,146.467
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,23,113.869,16.0204,11.9876,3.74579,145.091,145.623
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,24,114.743,16.038,12.0337,3.74989,145.526,146.564
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,25,114.335,16.1507,12.0325,3.74784,145.911,146.266
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,26,113.91,16.4262,12.0435,3.74477,146.047,146.125
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,27,115.36,16.1737,11.9682,3.74989,146.78,147.252
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,28,114.917,16.137,11.9823,3.75091,145.53,146.787
3,float,uniform,CPU,"P | P | P | P | D | N",2,512,29,114.859,16.0181,12.026,3.75091,145.415,146.654
