dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,0,1.25891,20.8742,3.28037,1.56467,29.9922,26.9782
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,1,0.783808,10.8952,3.24038,1.46637,19.2723,16.3858
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,2,0.78432,11.0488,3.27863,1.38854,19.299,16.5003
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,3,0.78192,10.9525,3.29316,1.48787,19.3403,16.5155
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,4,0.783968,10.9803,3.26824,1.37318,19.2516,16.4057
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,5,0.783872,10.9932,3.2384,1.40083,19.3003,16.4163
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,6,0.784064,11.0528,3.2613,1.40186,19.2657,16.5
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,7,0.780448,11.1673,3.26859,1.38854,19.3553,16.6049
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,8,0.780128,10.9503,3.27775,1.4807,19.3478,16.4889
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,9,0.784928,11.0692,3.26921,1.37114,19.3059,16.4945
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,10,0.782528,10.9937,3.28238,1.37933,19.3357,16.4379
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,11,0.782784,11.0512,3.28538,1.39469,19.3517,16.5141
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,12,0.78768,11.0568,3.28918,1.43258,19.3508,16.5663
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,13,0.781664,10.9734,3.29557,1.40186,19.3231,16.4525
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,14,0.781216,11.0162,3.29033,1.37421,19.3499,16.4619
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,15,0.784512,11.0024,3.28429,1.39878,19.3076,16.47
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,16,0.777856,11.0154,3.26631,1.38035,19.3028,16.4399
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,17,0.780704,10.9432,3.28933,1.40083,19.2487,16.414
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,18,0.78368,10.9366,3.27154,1.48173,19.2898,16.4735
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,19,0.786624,11.0323,3.28939,1.39059,19.379,16.4989
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,20,0.785152,10.9675,3.29268,1.3783,19.3233,16.4236
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,21,0.78656,11.0584,3.2857,1.39776,19.3105,16.5284
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,22,0.777568,11.0992,3.25295,1.39981,19.4064,16.5295
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,23,0.783136,11.0249,3.29413,1.39878,19.3947,16.501
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,24,0.78528,11.016,3.28654,1.37728,19.327,16.4651
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,25,0.779104,10.9797,3.28147,1.39366,19.3092,16.434
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,26,0.79296,10.9844,3.27652,1.45408,19.3381,16.5079
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,27,0.780512,10.9481,3.27088,1.38752,19.2216,16.387
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,28,0.785152,11.0166,3.27413,1.37114,19.3052,16.447
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,29,0.781568,10.9568,3.25511,1.46739,19.3853,16.4608
