dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,0,1.94394,24.9159,10.7076,3.72019,41.2321,41.2876
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,1,1.44909,14.3729,11.3387,3.49798,30.4168,30.6587
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,2,1.44906,14.3756,11.3435,3.49594,30.455,30.6642
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,3,1.44806,14.3362,11.3565,3.48877,30.403,30.6295
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,4,1.44829,14.3611,11.3541,3.48877,30.384,30.6523
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,5,1.45194,14.3435,11.3614,3.49491,30.4605,30.6518
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,6,1.45264,14.3326,11.3526,3.48877,30.4055,30.6266
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,7,1.4497,14.3455,11.3642,3.49184,30.4123,30.6512
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,8,1.44899,14.3535,11.3639,3.48877,30.3732,30.6552
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,9,1.45213,14.2952,11.3464,3.49389,30.3632,30.5877
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,10,1.44918,14.317,11.3758,3.48774,30.433,30.6298
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,11,1.45197,14.3328,11.3552,3.4857,30.3385,30.6257
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,12,1.44883,14.3188,11.3614,3.48774,30.3956,30.6168
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,13,1.44867,14.3428,11.3627,3.48774,30.3486,30.6419
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,14,1.44851,14.3321,11.3819,3.49594,30.4154,30.6585
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,15,1.4504,14.2981,11.3636,3.49184,30.4092,30.604
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,16,1.44998,14.3237,11.3807,3.48877,30.4053,30.6431
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,17,1.45325,14.3078,11.3713,3.48979,30.3907,30.6221
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,18,1.44957,14.3245,11.3798,3.49184,30.4162,30.6457
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,19,1.44976,14.3108,11.3562,3.49082,30.3963,30.6075
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,20,1.44755,14.3253,11.372,3.49082,30.4086,30.6357
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,21,1.44685,14.3212,11.3713,3.49184,30.415,30.6312
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,22,1.45066,14.3304,11.3566,3.49184,30.3948,30.6295
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,23,1.44822,14.3206,11.3442,3.49491,30.3678,30.6079
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,24,1.45408,14.3848,11.3806,3.49389,30.4401,30.7133
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,25,1.45187,14.3059,11.3837,3.48774,30.4049,30.6293
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,26,1.45005,14.3067,11.3608,3.48979,30.383,30.6074
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,27,1.45462,14.3071,11.3518,3.48877,30.3864,30.6023
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,28,1.44829,14.3497,11.3709,3.49696,30.4524,30.6658
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,29,1.44822,14.291,11.3672,3.49082,30.376,30.5973
