dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,0,65.0867,1131.77,3.86804,2.05712,1203.01,1202.78
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,1,63.2998,954.654,3.83319,1.69469,1017.86,1023.48
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,2,63.5373,953.401,3.77283,1.68957,990.824,1022.4
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,3,63.2385,973.55,3.82983,1.68749,1003.74,1042.31
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,4,59.7692,971.783,3.79171,1.6855,1031.96,1037.03
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,5,63.4043,937.941,3.81967,1.68438,1006.97,1006.85
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,6,63.322,950.32,3.78821,1.68646,1017.17,1019.12
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,7,60.0301,962.669,3.80129,1.69981,1008.33,1028.2
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,8,63.3677,941.806,3.80357,1.68336,1010.78,1010.66
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,9,60.0196,943.655,3.779,1.68339,1008.92,1009.14
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,10,63.4751,966.571,3.85149,1.7039,1035.72,1035.6
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,11,64.0162,957.362,3.79445,1.68851,1025.88,1026.86
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,12,59.8383,949.787,3.78298,1.68346,1006.63,1015.09
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,13,63.5182,970.816,3.77754,1.69363,1019.14,1039.81
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,14,63.1567,966.15,3.78253,1.68646,1021.98,1034.78
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,15,59.5518,929.174,3.81053,1.69773,988.377,994.234
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,16,63.4089,951.329,3.78008,1.68237,1020.32,1020.2
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,17,60.1852,939.224,3.82172,1.68339,981.865,1004.91
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,18,63.376,963.854,3.79292,1.68749,1028.61,1032.71
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,19,63.4876,959.015,3.80953,1.70496,1028.19,1028.02
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,20,63.4545,956.249,3.76764,1.68544,1013.01,1025.16
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,21,63.9952,966.723,3.77854,1.68646,1022.83,1036.18
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,22,63.4447,956.651,3.88119,1.70493,1025.83,1025.68
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,23,59.9532,951.033,3.88437,1.70909,1014.65,1016.58
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,24,63.3413,947.559,3.79622,1.69469,998.742,1016.39
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,25,64.2843,966.28,3.79072,1.69571,1027.33,1036.05
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,26,63.5031,952.742,3.80604,1.68544,1008.06,1021.74
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,27,63.2338,926.534,3.78959,1.68749,963.592,995.245
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,28,63.3796,927.43,3.78285,1.69469,992.743,996.288
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,512,29,59.7911,942.442,3.7752,1.68851,1000.01,1007.7
