dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,0,3.29779,35.9653,26.5616,7.37997,73.3368,73.2047
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,1,2.87942,30.096,26.5662,7.18336,66.8126,66.725
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,2,2.87155,30.1153,26.3722,7.18438,66.6363,66.5434
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,3,2.87648,30.1199,26.392,7.16083,66.6354,66.5492
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,4,2.86378,30.0571,26.5426,7.16902,66.7219,66.6324
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,5,2.8624,30.0633,26.6094,7.19667,66.8193,66.7318
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,6,2.88115,30.1654,26.4945,7.19667,66.8276,66.7377
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,7,2.87763,30.232,26.3916,7.18541,66.7736,66.6866
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,8,2.86554,30.0612,26.5009,7.14854,66.6391,66.5762
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,9,2.88214,30.0473,26.5573,7.17312,66.7491,66.6599
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,10,2.88144,30.0856,26.472,7.1639,66.6905,66.6029
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,11,2.8623,30.0905,26.4751,7.1721,66.6937,66.5999
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,12,2.87466,30.0699,26.5594,7.17619,66.7655,66.6802
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,13,2.87498,30.0237,26.3874,7.17722,66.5475,66.4633
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,14,2.87034,30.1723,26.3686,7.21203,66.7107,66.6232
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,15,2.8839,30.1968,26.4181,7.1895,66.7978,66.6883
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,16,2.8689,30.1091,26.4871,7.16698,66.7222,66.6321
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,17,2.87123,30.0307,26.48,7.14138,66.6078,66.5233
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,18,2.87446,30.0627,26.5277,7.14547,66.6955,66.6104
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,19,2.87738,30.1985,26.3348,7.17926,66.6773,66.5899
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,20,2.86947,30.1335,26.4906,7.17517,66.7563,66.6687
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,21,2.87053,30.0406,26.5224,7.19974,66.7194,66.6333
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,22,2.86314,30.0678,26.4644,7.19974,66.6818,66.5951
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,23,2.87088,30.0266,26.4759,7.15878,66.6041,66.5322
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,24,2.86467,30.0902,26.4946,7.17414,66.7072,66.6236
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,25,2.8745,30.0546,26.4648,7.17722,66.6574,66.5711
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,26,2.8793,30.0918,26.4011,7.16902,66.626,66.5412
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,27,2.86365,30.0986,26.4527,7.17926,66.6817,66.5943
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,28,2.8719,30.1515,26.3877,7.1977,66.6748,66.6088
3,double,uniform,GPU,"P | P | P | P | D | N",2,512,29,2.88832,30.0252,26.4052,7.19667,66.602,66.5154
