dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,0,1.42691,19.8916,4.82962,2.11866,28.3748,28.2668
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,1,0.890432,9.82349,4.82148,1.89747,17.4858,17.4329
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,2,0.8848,9.79858,4.79843,1.8985,17.4004,17.3803
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,3,0.887296,9.80835,4.84064,1.89747,17.5126,17.4338
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,4,0.888544,9.81239,4.7928,1.91181,17.4787,17.4055
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,5,0.885856,9.81445,4.80604,1.89542,17.4753,17.4018
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,6,0.882944,9.83401,4.80917,1.89334,17.4839,17.4195
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,7,0.890976,9.80571,4.80573,1.90157,17.4785,17.404
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,8,0.884704,9.81219,4.81196,1.8985,17.4804,17.4074
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,9,0.885152,9.8006,4.81626,1.91078,17.4855,17.4128
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,10,0.88736,9.80509,4.82225,1.90464,17.491,17.4193
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,11,0.89056,9.8441,4.79915,1.90874,17.494,17.4425
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,12,0.887616,9.8007,4.80759,1.88826,17.4525,17.3842
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,13,0.888224,9.81771,4.86572,1.90054,17.5447,17.4722
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,14,0.88848,9.82315,4.81012,1.90362,17.5003,17.4254
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,15,0.879584,9.79287,4.8202,1.90464,17.4581,17.3973
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,16,0.882784,9.79332,4.81113,1.90157,17.4573,17.3888
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,17,0.886816,9.80589,4.827,1.89645,17.4844,17.4162
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,18,0.885856,9.79725,4.78973,1.91488,17.4623,17.3877
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,19,0.884032,9.79898,4.82457,1.90259,17.4509,17.4102
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,20,0.882528,9.79358,4.81674,1.90362,17.46,17.3965
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,21,0.88016,9.80427,4.81539,1.89542,17.4745,17.3952
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,22,0.886176,9.79105,4.82024,1.90362,17.472,17.4011
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,23,0.886144,9.80394,4.81993,1.88621,17.4681,17.3962
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,24,0.890688,9.79668,4.81562,1.90464,17.4781,17.4076
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,25,0.88432,9.79795,4.8106,1.8985,17.4683,17.3914
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,26,0.885056,9.79672,4.81473,1.91181,17.4816,17.4083
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,27,0.887328,9.80289,4.8283,1.89952,17.4932,17.418
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,28,0.886304,9.80008,4.79373,1.89338,17.4483,17.3735
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,29,0.89024,9.80947,4.80564,1.89952,17.4746,17.4049
