dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,0,0.5416,895.781,3.43192,2.14826,879.142,901.903
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,1,0.505792,865.843,3.40741,1.33933,849.595,871.095
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,2,0.518656,812.73,3.45592,1.35578,805.793,818.06
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,3,0.50288,794.932,3.38718,1.33213,791.306,800.155
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,4,0.50096,804.379,3.38046,1.32906,802.71,809.59
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,5,0.49984,810.922,3.38151,1.33421,806.619,816.138
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,6,0.51472,782.301,3.4584,1.35062,787.791,787.625
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,7,0.511392,790.593,3.44746,1.35059,788.792,795.902
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,8,0.500832,776.796,3.41615,1.33325,778.584,782.047
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,9,0.50688,773.744,3.40241,1.32912,765.976,778.983
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,10,0.500192,791.389,3.3828,1.33213,784.502,796.604
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,11,0.501792,775.095,3.38691,1.33421,778.671,780.318
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,12,0.499232,772.023,3.40857,1.32912,777.397,777.26
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,13,0.502144,775.667,3.38953,1.33014,775.708,780.889
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,14,0.510176,767.528,3.41313,1.3383,767.264,772.79
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,15,0.49712,779.046,3.39459,1.31274,782.708,784.251
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,16,0.503552,769.073,3.39245,1.3393,772.938,774.309
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,17,0.500768,774.788,3.38309,1.3311,774.67,780.003
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,18,0.507808,773.057,3.67198,1.40698,778.541,778.644
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,19,0.502496,804.052,3.40183,1.33018,809.43,809.286
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,20,0.49984,763.123,3.40332,1.32906,762.07,768.356
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,21,0.51136,783.805,3.43237,1.34138,789.246,789.09
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,22,0.505184,778.408,3.40244,1.33008,781.297,783.646
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,23,0.498368,767.522,3.6636,1.41722,772.923,773.102
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,24,0.490208,779.759,3.68366,1.40493,782.652,785.338
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,25,0.5,782.059,3.40151,1.33114,787.427,787.292
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,26,0.490816,780.89,3.6608,1.408,786.216,786.45
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,27,0.504736,759.796,3.39582,1.33632,759.722,765.033
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,28,0.511456,785.637,3.44269,1.3455,790.512,790.937
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,29,0.499328,768.689,3.40127,1.3311,767.838,773.921
