dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,0,1.4703,2241.49,8.50051,4.20659,2253.45,2255.67
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,1,1.42128,2073.28,8.4243,3.45805,2086.59,2086.58
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,2,1.40467,2043.12,7.28651,3.41802,2052.81,2055.23
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,3,1.41056,2040.1,7.2886,3.40582,2052.35,2052.21
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,4,1.42474,1997.95,7.29449,3.42733,2006.62,2010.09
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,5,1.3927,2042.28,7.38295,3.44979,2052.79,2054.51
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,6,1.40826,2032.23,7.30041,3.4088,2044.48,2044.34
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,7,1.42179,1993.6,7.30642,3.42016,2005.93,2005.75
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,8,1.3961,2128.48,7.35109,3.42112,2139.44,2140.65
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,9,1.38624,2060.31,7.31221,3.4191,2070.86,2072.43
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,10,1.39994,2042.55,7.29461,3.41395,2054.17,2054.66
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,11,1.41056,2050.09,7.30144,3.41392,2060.54,2062.21
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,12,1.41949,1988.32,7.29682,3.40886,1999.23,2000.45
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,13,1.3895,2027.98,7.38015,3.44262,2037.49,2040.2
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,14,1.39904,2128.85,7.29926,3.41296,2138.26,2140.96
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,15,1.41018,2039.19,7.28731,3.4119,2049.81,2051.3
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,16,1.40925,2064.75,7.27627,3.4201,2075.56,2076.86
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,17,1.42173,2059.51,7.33292,3.42214,2071.86,2071.69
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,18,1.41139,2054.7,7.31658,3.4201,2066.31,2066.85
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,19,1.38851,2019.14,7.29148,3.41395,2029.53,2031.23
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,20,1.40934,1994.12,7.29136,3.41194,2004.62,2006.23
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,21,1.42877,2045.08,8.50726,3.46829,2057.77,2058.49
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,22,1.41066,2016.01,7.28251,3.412,2027.47,2028.12
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,23,1.38925,2059.66,7.30395,3.41088,2070.64,2071.77
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,24,1.39693,2085.53,7.27701,3.41603,2095.79,2097.62
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,25,1.40608,2022.42,7.31288,3.40579,2034.69,2034.54
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,26,1.40448,2038.52,7.36342,3.44064,2048.24,2050.72
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,27,1.40896,2042.01,7.31973,3.41091,2054.3,2054.15
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,28,1.38826,2043.41,7.29426,3.41498,2053.7,2055.51
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,512,29,1.41069,2029.89,7.29054,3.41088,2042.15,2042
