dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,0,85.0859,0,3592.33,3.3569,3680.54,3680.77
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,1,85.858,0,3272.86,2.29293,3361.14,3361.01
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,2,86.0074,0,3256,2.28947,3343.67,3344.3
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,3,84.5407,0,3226.9,2.29482,3313.41,3313.73
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,4,85.37,0,3240.74,2.28371,3327.62,3328.39
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,5,85.2256,0,3249.83,2.32656,3337.2,3337.38
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,6,84.9471,0,3234.14,2.26829,3320.96,3321.35
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,7,84.6169,0,3225.86,2.2785,3312.79,3312.76
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,8,84.1718,0,3242.6,2.29322,3329.14,3329.06
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,9,85.7993,0,3244.31,2.27034,3330.96,3332.38
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,10,84.3151,0,3226.51,2.2784,3312.77,3313.1
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,11,84.2455,0,3226.71,2.28307,3313.03,3313.23
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,12,83.9789,0,3230.61,2.27421,3316.82,3316.86
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,13,84.2361,0,3227.31,2.26861,3313.93,3313.81
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,14,84.635,0,3226.77,2.27139,3313.45,3313.68
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,15,85.2784,0,3233.38,2.27619,3320.66,3320.94
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,16,84.3237,0,3235.34,2.27066,3322.06,3321.93
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,17,84.1401,0,3253.93,2.26906,3340.47,3340.34
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,18,84.757,0,3245.03,2.27552,3331.73,3332.06
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,19,83.9774,0,3243.98,2.26909,3330.15,3330.23
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,20,84.1628,0,3322.37,2.27238,3408.57,3408.81
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,21,85.1756,0,3237.61,2.2681,3324.5,3325.05
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,22,84.2201,0,3225.13,2.2896,3311.08,3311.64
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,23,84.0785,0,3215.96,2.2751,3302.18,3302.31
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,24,83.8012,0,3208.06,2.27235,3294.19,3294.13
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,25,85.1465,0,3317.64,2.27338,3404.86,3405.06
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,26,84.2188,0,3215.09,2.27139,3301.38,3301.58
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,27,84.8745,0,3230.89,2.26963,3318.17,3318.04
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,28,84.145,0,3233.97,2.26813,3320.23,3320.38
3,double,uniform,CPU,"P | P | P | P | P | P",6,512,29,84.0404,0,3247.54,2.27658,3333.98,3333.85
