dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,0,1.28797,604.908,2.11125,0.667648,604.843,608.975
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,1,0.697344,501.853,2.09191,0.372736,505.477,505.015
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,2,0.70032,530.587,2.07457,0.372768,534.774,533.735
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,3,0.69952,505.315,2.07864,0.370656,509.479,508.464
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,4,0.70256,521.166,2.07372,0.373728,525.337,524.316
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,5,0.708576,493.396,2.0953,0.383008,494.121,496.583
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,6,0.705536,505.432,2.08767,0.371712,504.768,508.597
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,7,0.699168,488.229,2.07485,0.372704,492.383,491.376
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,8,0.698624,485.487,2.073,0.372736,489.64,488.632
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,9,0.699104,511.622,2.07061,0.372736,501.742,514.764
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,10,0.698112,493.9,2.07176,0.37168,495.376,497.041
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,11,0.702784,494.9,2.0785,0.374784,499.06,498.056
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,12,0.702944,548.664,2.1015,0.384,543.146,551.853
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,13,0.708032,501.898,2.10608,0.38096,506.118,505.093
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,14,0.706016,499.111,2.11576,0.37376,503.308,502.306
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,15,0.699936,503.747,2.07611,0.37376,504.912,506.897
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,16,0.69936,515.407,2.07819,0.374784,515.532,518.56
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,17,0.70128,497.847,2.07462,0.372736,496.895,500.995
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,18,0.70128,536.214,2.07726,0.37376,540.39,539.367
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,19,0.697024,526.788,2.07883,0.372736,525.64,529.936
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,20,0.697056,501.003,2.07192,0.372736,501.068,504.145
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,21,0.696864,505.13,2.07604,0.370688,509.267,508.274
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,22,0.696448,528.24,2.07296,0.37376,525.33,531.383
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,23,0.700864,524.574,2.0778,0.374784,525.398,527.728
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,24,0.699872,514.37,2.07061,0.37376,515.424,517.514
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,25,0.698272,508.662,2.07124,0.37376,509.956,511.805
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,26,0.697472,509.985,2.07212,0.372736,499.48,513.127
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,27,0.700832,501.421,2.07545,0.374784,492.854,504.572
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,28,0.699712,521.171,2.0709,0.371712,523.393,524.314
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,29,0.699072,521.793,2.07528,0.370688,511.717,524.938
