dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,0,226.656,21.9701,16.45,3.83283,270.256,268.909
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,1,218.495,5.29116,14.9905,3.52154,242.373,242.298
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,2,218.843,5.29357,14.6831,3.49696,242.396,242.316
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,3,221.054,5.29863,14.6567,3.49798,244.596,244.507
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,4,220.706,5.2945,14.7179,3.49901,244.299,244.218
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,5,218.041,5.29166,14.7301,3.51334,241.654,241.576
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,6,220.862,5.29374,14.7073,3.50822,244.457,244.371
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,7,219.692,5.30178,14.7075,3.52563,243.321,243.227
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,8,221.331,5.29463,14.6732,3.51334,244.9,244.812
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,9,219.171,5.29402,14.7808,3.50106,242.826,242.747
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,10,221.001,5.29482,14.8449,3.5113,244.737,244.652
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,11,220.787,5.29562,14.6434,3.51846,244.329,244.244
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,12,218.996,5.29218,14.6895,3.5287,242.589,242.506
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,13,218.962,5.29484,14.6627,3.51744,242.519,242.437
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,14,220.847,5.29244,14.6572,3.51334,244.393,244.31
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,15,220.87,5.29598,14.6329,3.51334,244.397,244.313
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,16,219.119,5.29572,14.662,3.5031,242.658,242.58
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,17,219.055,5.29506,14.6346,3.5031,242.568,242.487
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,18,218.956,5.29169,14.751,3.50003,242.579,242.499
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,19,220.989,5.30095,14.7126,3.50618,244.599,244.509
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,20,221.011,5.29125,14.6227,3.50003,244.508,244.425
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,21,218.097,5.29282,14.6532,3.49901,241.621,241.542
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,22,220.979,5.29372,14.6486,3.5072,244.511,244.428
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,23,221.089,5.29913,14.6433,3.50822,244.626,244.539
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,24,220.987,5.29603,14.7296,3.5072,244.605,244.52
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,25,219.078,5.29326,14.6246,3.51334,242.588,242.509
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,26,218.291,5.29223,14.7836,3.51027,241.957,241.877
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,27,220.902,5.29807,14.6232,3.50413,244.413,244.328
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,28,220.809,5.29539,14.6848,3.49901,244.369,244.288
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,29,219.117,5.2957,14.748,3.50208,242.745,242.662
