dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,0,228.63,35.7682,28.3115,7.30317,300.157,300.013
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,1,225.858,30.1446,26.3153,7.19258,288.863,289.511
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,2,227.557,30.0447,26.409,7.19974,289.523,291.21
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,3,227.178,30.0785,26.2788,7.19258,290.828,290.728
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,4,227.526,30.1025,26.4184,7.18336,291.33,291.23
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,5,227.055,30.2429,26.2873,7.18746,289.646,290.772
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,6,226.872,30.0283,26.44,7.18336,290.621,290.524
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,7,224.598,30.1175,26.4209,7.19053,288.01,288.327
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,8,226.839,30.1663,26.5212,7.18029,290.237,290.707
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,9,229.695,30.183,26.4177,7.18541,291.512,293.481
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,10,227.32,30.1242,26.4625,7.18643,290.317,291.093
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,11,226.335,30.0362,26.5227,7.18643,290.182,290.08
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,12,227.529,30.1512,26.3327,7.16902,290.465,291.182
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,13,227.121,30.1404,26.3725,7.16698,289.459,290.801
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,14,226.005,30.0133,26.3848,7.19462,288.483,289.598
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,15,227.01,30.0752,26.4746,7.17824,289.038,290.738
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,16,229.547,30.1209,26.4371,7.23661,293.192,293.341
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,17,224.76,30.0626,26.4456,7.15878,288.142,288.427
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,18,226.655,30.0265,26.5115,7.1936,290.487,290.387
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,19,226.677,30.0092,26.5012,7.19155,290.479,290.379
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,20,227.911,30.0501,26.393,7.1721,289.613,291.526
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,21,227.618,30.114,26.4524,7.2192,289.346,291.404
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,22,226.851,30.037,26.3971,7.17107,289.258,290.456
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,23,226.926,30.3785,26.3557,7.21101,289.583,290.871
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,24,227.449,30.0889,26.3977,7.18438,289.323,291.12
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,25,227.077,29.9626,26.4699,7.19872,289.515,290.709
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,26,226.764,30.0808,26.4262,7.14547,290.516,290.417
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,27,226.011,29.9841,26.4741,7.19258,288.609,289.661
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,28,227.015,30.1834,26.5028,7.18336,290.601,290.885
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,512,29,225.919,29.9848,26.41,7.16493,288.36,289.479
