dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,0,0.762496,1070.94,5.14843,2.34906,1076.88,1079.2
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,1,0.721248,1017.35,5.14833,1.90771,1022.92,1025.13
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,2,0.725472,1050.05,4.96091,1.78378,1057.66,1057.52
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,3,0.727072,1011.79,4.9644,1.78582,1019.28,1019.26
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,4,0.731616,1011.87,5.02237,1.80429,1019.59,1019.43
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,5,0.725152,1020.4,4.98704,1.78995,1028.04,1027.9
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,6,0.702688,1023.84,4.93869,1.78582,1031.27,1031.27
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,7,0.734432,1045,4.96968,1.78586,1052.63,1052.49
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,8,0.704416,1046.46,4.95117,1.78678,1052.59,1053.9
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,9,0.703712,995.629,4.96372,1.78272,1001.28,1003.08
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,10,0.70192,1026.2,4.95282,1.78371,1032.74,1033.64
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,11,0.74016,1015.29,5.02761,1.80934,1022.4,1022.86
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,12,0.723392,1004.89,5.33907,1.91898,1012.98,1012.87
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,13,0.722816,1042.18,4.95157,1.78269,1048.93,1049.64
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,14,0.722912,1049.21,5.32742,1.91181,1056.16,1057.17
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,15,0.723584,1028.9,4.96809,1.78477,1035.07,1036.37
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,16,0.728288,1041.28,4.96139,1.79088,1046.92,1048.76
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,17,0.727008,1015.49,4.95756,1.7848,1022.87,1022.96
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,18,0.701728,1028.53,4.96571,1.78477,1033.88,1035.99
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,19,0.73808,1031.02,5.04856,1.80838,1038.78,1038.61
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,20,0.703744,1029.58,4.96622,1.78374,1036.33,1037.04
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,21,0.709024,1041.66,4.96692,1.78477,1047.46,1049.12
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,22,0.726496,1039.2,4.96132,1.78371,1046.61,1046.67
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,23,0.726272,1023.54,4.96537,1.78579,1031.15,1031.02
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,24,0.72672,1035.21,4.95634,1.79194,1041.07,1042.68
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,25,0.723168,998.024,4.98105,1.7807,1004.23,1005.51
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,26,0.724064,1058.39,5.03255,1.8135,1064.86,1065.96
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,27,0.733472,999.935,4.96245,1.78378,1007.56,1007.42
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,28,0.722464,1030.54,5.32899,1.90976,1038.64,1038.5
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,29,0.72496,1018.72,4.96358,1.7848,1026.33,1026.2
