dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,0,1.18803,611.897,2.47544,1.24106,614.446,616.801
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,1,0.475936,526.05,2.38214,0.888768,518.987,529.797
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,2,0.463136,501.888,2.4072,0.976896,496.69,505.735
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,3,0.452512,503.954,2.41312,0.984064,507.803,507.804
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,4,0.469888,495.523,2.38948,0.88368,488.382,499.266
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,5,0.47552,478.471,2.39165,0.89184,482.337,482.23
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,6,0.457216,490.397,2.40425,0.974848,493.795,494.233
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,7,0.478464,485.088,2.47649,0.906176,489.087,488.949
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,8,0.460512,470.937,2.41518,0.9728,472.207,474.786
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,9,0.45232,478.681,2.39518,0.975872,475.708,482.504
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,10,0.481696,465.924,2.45781,0.9,465.189,469.763
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,11,0.460256,486.802,2.39952,0.96768,488.488,490.63
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,12,0.459712,492.008,2.38485,0.986112,495.822,495.839
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,13,0.474816,497.578,2.40301,0.980992,501.385,501.437
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,14,0.473504,474.344,2.40283,0.989184,478.255,478.209
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,15,0.475264,471.807,2.40684,0.986112,475.723,475.675
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,16,0.46608,494.923,2.38156,0.886752,492.991,498.658
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,17,0.47232,507.793,2.37667,0.887808,504.861,511.53
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,18,0.461696,494.815,2.44714,0.992256,498.724,498.716
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,19,0.458368,476.865,2.39736,0.976896,480.687,480.697
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,20,0.473184,482.242,2.38689,0.980992,486.022,486.083
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,21,0.459488,473.732,2.43109,1.00352,473.858,477.626
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,22,0.479488,468.753,2.46181,0.903072,469.534,472.598
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,23,0.457632,495.431,2.39165,0.982016,486.229,499.262
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,24,0.455744,483.763,2.40442,0.984064,481.282,487.608
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,25,0.461632,476.32,2.39843,0.976896,476.669,480.157
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,26,0.456192,473.804,2.41468,0.974848,467.818,477.65
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,27,0.469344,478.815,2.39432,0.885696,482.673,482.565
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,28,0.47488,475.536,2.42134,0.986112,479.388,479.418
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,512,29,0.460928,482.821,2.39145,0.970752,485.12,486.644
