dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,0,2.08291,14.9045,13.4872,2.03162,32.6054,32.5063
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,1,1.64387,9.35491,13.4567,1.89645,26.4232,26.3519
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,2,1.64637,9.36651,13.4592,1.89747,26.4414,26.3695
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,3,1.63926,9.36018,13.4679,1.89645,26.4379,26.3638
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,4,1.6488,9.36039,13.4542,1.89645,26.4341,26.3599
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,5,1.64285,9.36295,13.4509,1.8944,26.4189,26.3511
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,6,1.64544,9.36856,13.4475,1.89338,26.4295,26.3549
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,7,1.64403,9.36414,13.4586,1.89133,26.4364,26.3581
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,8,1.64454,9.35975,13.4534,1.8944,26.4239,26.3521
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,9,1.64144,9.3745,13.4524,1.89747,26.4377,26.3658
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,10,1.64787,9.36312,13.4537,1.89133,26.4281,26.356
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,11,1.64026,9.36124,13.4466,1.89235,26.4118,26.3405
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,12,1.63939,9.36226,13.4615,1.89542,26.4346,26.3586
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,13,1.64611,9.36987,13.4605,1.89542,26.4518,26.3719
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,14,1.64106,9.38192,13.4579,1.89338,26.45,26.3742
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,15,1.64237,9.35883,13.4682,1.8944,26.4374,26.3638
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,16,1.64461,9.39772,13.4485,1.8944,26.4617,26.3853
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,17,1.64266,9.36689,13.4528,1.90362,26.438,26.3659
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,18,1.64448,9.37274,13.4463,1.89133,26.4219,26.3549
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,19,1.64829,9.361,13.4574,1.8985,26.438,26.3652
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,20,1.64515,9.36531,13.4516,1.89133,26.4294,26.3534
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,21,1.64138,9.37553,13.4407,1.88826,26.4152,26.3458
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,22,1.64605,9.36201,13.4524,1.89747,26.4385,26.3579
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,23,1.64986,9.37073,13.4645,1.8903,26.4539,26.3754
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,24,1.64272,9.36557,13.4484,1.8944,26.4246,26.3511
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,25,1.68278,9.54513,15.2663,1.95072,28.5215,28.4449
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,26,1.67856,9.53987,15.1506,1.95277,28.3959,28.3218
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,27,1.68157,9.52648,15.1514,1.94867,28.382,28.3082
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,28,1.67824,9.54365,15.1393,1.95072,28.39,28.3119
3,float,uniform,GPU,"D | D | D | D | N | D",2,512,29,1.6768,9.54199,15.1321,1.9497,28.3762,28.3006
