dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,0,60.0827,23.7493,4.67686,2.07155,86.7171,90.5804
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,1,58.6203,15.7498,4.6429,1.87802,78.0676,80.891
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,2,59.2858,15.774,4.63473,1.87597,77.972,81.5705
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,3,58.7259,15.7685,4.62855,1.87904,77.7295,81.002
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,4,59.3737,15.7735,4.63662,1.87699,78.1565,81.6608
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,5,59.233,15.7687,4.6334,1.87699,78.0238,81.5121
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,6,58.6932,15.7634,4.62742,1.87597,77.2046,80.96
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,7,59.4334,15.7681,4.63094,1.87392,78.225,81.7064
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,8,59.2993,15.7574,4.63084,1.87187,77.76,81.5594
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,9,58.973,15.7551,4.63389,1.88006,77.5751,81.242
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,10,59.1903,15.7519,4.63038,1.88109,77.7476,81.4536
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,11,59.093,15.7513,4.63688,1.88211,77.8861,81.3633
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,12,58.934,15.7536,4.64093,1.87494,77.6218,81.2035
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,13,58.8768,15.7448,4.63318,1.87904,77.5007,81.1339
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,14,59.0376,15.7587,4.6312,1.87904,78.023,81.3066
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,15,58.8697,15.7503,4.63673,1.87904,77.4803,81.1358
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,16,58.6014,15.7623,4.62944,1.88416,78.0663,80.8773
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,17,59.1028,15.7609,4.63412,1.87904,78.016,81.377
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,18,59.4139,15.7511,4.62977,1.88518,77.8958,81.6799
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,19,59.5903,15.7593,4.63497,1.88723,78.2253,81.8718
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,20,59.0103,15.7641,4.6303,1.87494,77.5495,81.2797
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,21,59.2726,15.7523,4.63728,1.87597,77.9649,81.5382
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,22,59.4523,15.7457,4.63391,1.87904,77.7999,81.711
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,23,58.956,15.7542,4.63776,1.87802,77.6105,81.2259
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,24,59.0291,15.757,4.63481,1.87597,77.9792,81.2968
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,25,58.7843,15.7445,4.63381,1.87597,77.7836,81.0385
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,26,58.9919,15.7534,4.63383,1.88109,77.6463,81.2602
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,27,59.2688,15.7502,4.62972,1.87802,77.7423,81.5268
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,28,59.0117,15.7578,4.63219,1.87597,77.8263,81.2777
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,512,29,59.5291,15.7421,4.63754,1.88314,77.8049,81.7919
