dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,0,224.773,0,112.405,7.93702,345.234,345.115
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,1,221.418,0,19.9254,7.68205,249.104,249.025
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,2,223.883,0,20.0541,7.61754,251.633,251.554
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,3,220.985,0,20.4797,7.55507,249.1,249.02
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,4,221.029,0,19.0566,7.56122,247.726,247.646
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,5,220.8,0,19.9593,7.58272,248.426,248.342
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,6,221.611,0,18.9729,7.56941,248.242,248.153
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,7,223.884,0,19.526,7.56941,251.063,250.98
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,8,223.867,0,19.9489,7.57965,251.477,251.395
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,9,221.426,0,19.2184,7.57555,248.303,248.22
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,10,222.449,0,20.2914,7.57146,250.392,250.311
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,11,220.662,0,19.0676,7.56941,247.38,247.299
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,12,220.749,0,19.8115,7.58067,248.22,248.141
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,13,223.775,0,20.1,7.5817,251.539,251.457
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,14,223.912,0,19.817,7.58477,251.395,251.314
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,15,223.89,0,19.6046,7.59296,251.17,251.088
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,16,220.993,0,19.404,7.56531,248.046,247.962
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,17,224.498,0,19.6093,7.58272,251.776,251.69
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,18,222.919,0,19.1846,7.56122,249.746,249.664
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,19,226.649,0,19.2442,7.5817,253.555,253.475
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,20,220.804,0,19.9498,7.57453,248.41,248.329
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,21,224.727,0,20.3702,7.56429,252.756,252.662
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,22,221.02,0,19.8781,7.552,248.533,248.45
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,23,226.601,0,19.1235,7.56838,253.374,253.293
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,24,223.542,0,20.0879,7.56531,251.278,251.195
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,25,223.002,0,19.8949,7.56941,250.549,250.466
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,26,222.667,0,19.5891,7.59808,249.936,249.854
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,27,220.889,0,19.9746,7.57248,248.517,248.436
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,28,221.209,0,19.0666,7.5776,247.932,247.854
3,float,uniform,CPU,"P | P | P | P | P | P",1,512,29,220.8,0,20.1866,7.57043,248.637,248.557
