dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,0,5.87702,10.5369,17.8436,5.40262,55.5188,39.6601
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,1,5.43248,10.5345,16.9789,5.29306,54.7656,38.2389
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,2,5.43142,10.5362,17.2356,5.3463,55.3991,38.5495
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,3,5.42016,10.5348,17.0207,4.94182,54.512,37.9175
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,4,5.42592,10.532,16.798,5.24698,54.3486,38.003
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,5,5.42771,10.5324,16.9598,5.3545,54.9648,38.2744
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,6,5.42058,10.5319,16.9253,5.27872,54.5828,38.1565
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,7,5.42237,10.5329,17.1362,5.2183,55.0143,38.3098
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,8,5.42323,10.5345,16.882,5.40877,54.975,38.2485
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,9,5.42758,10.5318,17.0307,5.38112,54.915,38.3712
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,10,5.42582,10.5315,16.9766,5.0135,54.5965,37.9474
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,11,5.42384,10.5308,16.9939,5.34118,54.933,38.2898
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,12,5.4185,10.5299,17.1422,5.33197,54.8577,38.4225
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,13,5.42365,10.5354,16.9643,5.38214,55.0849,38.3056
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,14,5.42538,10.5346,16.9495,5.26438,54.6633,38.1739
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,15,5.4256,10.5326,17.0232,5.32378,54.9014,38.3052
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,16,5.42362,10.5317,16.837,5.30637,54.5684,38.0986
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,17,5.42544,10.5418,17.0464,5.22342,54.7213,38.2371
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,18,5.42752,10.5321,16.9601,5.2695,54.6426,38.1892
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,19,5.42403,10.5366,17.04,5.28794,55.0418,38.2885
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,20,5.42736,10.5326,17.037,5.2951,54.772,38.2921
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,21,5.42234,10.5328,16.9784,5.42208,54.4832,38.3556
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,22,5.42387,10.5342,16.9429,5.25619,54.1046,38.1572
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,23,5.42464,10.5332,16.8791,5.33811,54.8035,38.1751
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,24,5.42192,10.5318,17.0901,5.25005,54.9604,38.2939
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,25,5.42314,10.5278,17.1005,5.3463,55.0489,38.3977
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,26,5.41779,10.531,17.1019,4.80666,54.5117,37.8573
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,27,5.42394,10.5314,17.0488,5.2951,54.1067,38.2993
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,28,5.4233,10.534,17.0365,5.4016,54.5312,38.3954
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,29,5.42349,10.5354,17.0677,5.13741,54.6871,38.1639
