dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,0,6.1743,10.5534,55.4634,14.3811,86.6999,86.5721
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,1,5.76554,10.5356,55.4652,14.208,86.1142,85.9744
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,2,5.72637,10.5356,55.2679,14.1568,85.8276,85.6866
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,3,5.7449,10.536,55.4827,14.1752,86.0784,85.9389
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,4,5.74931,10.5385,55.4162,14.1466,85.9895,85.8505
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,5,5.73914,10.5332,55.549,14.1588,86.1208,85.9801
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,6,5.73475,10.5407,55.2647,14.1353,85.816,85.6754
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,7,5.75914,10.5359,55.4449,14.1722,86.0521,85.9121
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,8,5.74714,10.5326,55.6106,14.1947,86.2239,86.085
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,9,5.74198,10.536,55.1348,14.166,85.7174,85.5788
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,10,5.74323,10.5391,55.3289,14.167,85.9225,85.7783
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,11,5.73328,10.5383,55.4062,14.1722,85.993,85.85
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,12,5.72813,10.5375,55.4991,14.1332,86.0376,85.898
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,13,5.74442,10.5363,55.6342,14.1599,86.2151,86.0749
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,14,5.7529,10.5344,55.5739,14.2408,86.2409,86.1019
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,15,5.74042,10.5381,55.356,14.1384,85.9135,85.7729
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,16,5.7408,10.5352,55.5053,14.1732,86.0939,85.9545
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,17,5.74246,10.537,55.5004,14.1711,86.0903,85.951
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,18,5.74998,10.5424,55.481,14.1599,86.0729,85.9333
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,19,5.73539,10.5392,55.0401,14.1404,85.5948,85.4551
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,20,5.7537,10.5342,55.2738,14.1752,85.8783,85.737
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,21,5.73974,10.5336,55.4111,14.1978,86.0237,85.8822
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,22,5.72189,10.5391,55.249,14.1722,85.8211,85.6821
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,23,5.75091,10.5335,55.5727,14.1752,86.1725,86.0323
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,24,5.75264,10.5355,55.5268,14.1916,86.1442,86.0066
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,25,5.75421,10.5349,55.5156,14.1537,86.098,85.9584
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,26,5.7297,10.5348,55.3638,14.1691,85.9371,85.7974
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,27,5.75123,10.537,55.4468,14.1701,86.043,85.9051
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,28,5.75558,10.5328,55.1552,14.1773,85.7597,85.6209
3,double,uniform,GPU,"P | P | P | P | N | D",1,512,29,5.73075,10.5355,55.3356,14.1773,85.9165,85.7791
