dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,0,86.049,1186.92,3.71664,1.77971,1281.95,1278.46
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,1,84.5652,852.478,3.71248,1.47965,945.221,942.235
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,2,84.7073,894.139,3.71196,1.47456,985.833,984.033
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,3,84.46,866.222,3.73109,1.48586,958.858,955.899
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,4,84.5427,899.388,3.71774,1.48067,991.798,989.129
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,5,84.7233,933.604,3.70031,1.47558,1026.24,1023.5
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,6,84.726,873.62,3.7042,1.47149,966.097,963.521
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,7,84.7137,865.603,3.70244,1.47146,957.181,955.491
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,8,85.4285,1027.58,3.70843,1.4745,1121.08,1118.19
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,9,84.778,847.826,3.70359,1.46941,940.717,937.777
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,10,84.8178,864.126,3.72603,1.47664,955.824,954.146
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,11,84.6548,851.256,3.7189,1.4807,943.514,941.111
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,12,84.5934,839.027,3.70446,1.47968,931.706,928.805
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,13,84.7007,848.531,3.70149,1.47248,941.256,938.405
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,14,85.6925,895.054,3.70223,1.47757,987.88,985.927
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,15,84.8351,869.115,3.6984,1.47555,961.968,959.125
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,16,85.4735,854.882,3.70378,1.47661,947.975,945.536
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,17,84.6534,860.023,3.70278,1.4735,952.73,949.852
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,18,84.5137,847.817,3.69972,1.46835,939.308,937.498
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,19,85.1638,860.997,3.70558,1.46838,953.423,951.335
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,20,84.4196,856.698,3.70433,1.47654,948.678,946.298
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,21,84.7247,860.267,3.7081,1.47043,951.808,950.17
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,22,84.441,859.46,3.7082,1.4735,950.945,949.083
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,23,85.6387,857.299,3.70449,1.47251,949.211,948.114
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,24,85.6193,846.545,3.71125,1.47046,939.728,937.346
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,25,85.4789,860.767,3.70187,1.48278,954.452,951.43
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,26,84.9873,863.273,3.69814,1.50214,956.484,953.46
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,27,84.4783,854.068,3.7287,1.47862,945.601,943.753
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,28,84.6275,849.408,3.72179,1.48374,942.17,939.241
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,512,29,84.5149,844.683,3.70134,1.47146,937.311,934.37
