dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,0,1.20378,570.102,3.99862,1.03216,576.518,576.336
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,1,0.572896,421.025,3.9687,0.61744,426.294,426.184
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,2,0.635616,417.021,4.1503,0.676864,422.592,422.484
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,3,0.633344,418.022,4.15079,0.669696,423.59,423.475
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,4,0.582272,422.013,3.89941,0.616416,425.725,427.111
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,5,0.57264,591.548,3.93534,0.623616,596.789,596.68
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,6,0.571488,419.713,3.93216,0.632768,424.959,424.849
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,7,0.631424,432.597,4.12568,0.671744,438.131,438.026
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,8,0.569248,439.535,3.96243,0.62672,444.803,444.694
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,9,0.572128,424.414,3.97271,0.62048,429.686,429.579
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,10,0.62592,414.442,4.16397,0.674816,419.958,419.907
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,11,0.573568,414.878,4.0741,0.639968,420.293,420.166
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,12,0.57264,417.39,3.88898,0.61232,419.708,422.464
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,13,0.570176,414.942,3.95082,0.611328,420.182,420.075
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,14,0.635808,415.615,4.18315,0.673792,416.46,421.108
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,15,0.570752,439.21,3.88579,0.611328,413.8,444.278
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,16,0.571104,468.361,3.85878,0.613344,468.625,473.404
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,17,0.567488,465.177,3.84055,0.61232,427.791,470.198
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,18,0.571712,495.562,3.87347,0.620544,449.058,500.627
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,19,0.574208,461.354,3.90202,0.613376,442.22,466.444
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,20,0.572736,438.716,3.85005,0.621536,435.771,443.76
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,21,0.571488,427.699,3.86028,0.613312,422.234,432.744
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,22,0.573536,416.975,3.90242,0.612288,420.163,422.063
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,23,0.566528,415.2,3.87877,0.613344,408.891,420.259
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,24,0.574976,424.326,3.94061,0.62464,429.574,429.466
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,25,0.568896,425.332,3.8558,0.613376,404.25,430.37
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,26,0.573408,465.646,3.89012,0.613344,452.174,470.723
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,27,0.56896,442.814,3.85966,0.613312,435.452,447.856
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,28,0.56976,434.795,3.89755,0.610272,435.899,439.872
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,29,0.638336,414.552,4.14202,0.67584,411.379,420.008
