dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,0,3.30346,23.2001,29.6687,3.09965,59.3362,59.2719
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,1,2.89846,17.7615,29.6179,2.95629,53.191,53.2341
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,2,2.89437,17.761,29.5752,2.95526,53.2618,53.1858
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,3,2.88506,17.6882,29.6602,2.95526,53.269,53.1887
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,4,2.8872,17.7336,29.5751,2.95424,53.2238,53.1501
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,5,2.88013,17.7377,29.5873,2.95117,53.2371,53.1563
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,6,2.89286,17.8175,29.5383,2.95629,53.2268,53.205
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,7,2.88848,17.7316,29.6354,2.95834,53.2535,53.2138
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,8,2.89738,17.7441,29.5893,2.96243,53.2454,53.1933
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,9,2.89104,17.7311,29.5964,2.95219,53.2446,53.1707
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,10,2.87978,17.7677,29.6659,2.95936,53.2768,53.2727
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,11,2.88912,17.6797,29.6915,2.95322,53.2902,53.2136
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,12,2.89773,17.67,29.6712,2.96141,53.2595,53.2003
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,13,2.89187,17.7115,29.6209,2.94912,53.2331,53.1734
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,14,2.88115,17.6444,29.6757,2.94912,53.2276,53.1504
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,15,2.8937,17.7037,29.5861,2.95322,53.2137,53.1367
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,16,2.88899,17.8739,29.4994,2.95936,53.2756,53.2216
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,17,2.9128,17.6992,29.6712,2.95322,53.3516,53.2364
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,18,2.88624,17.7292,29.6211,2.95219,53.2666,53.1888
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,19,2.88643,17.6766,29.6407,2.9481,53.2266,53.1518
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,20,2.87734,17.7031,29.6447,2.95936,53.2578,53.1845
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,21,2.89062,17.7268,29.648,2.95322,53.2942,53.2186
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,22,2.88198,17.7582,29.6254,2.95117,53.2919,53.2168
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,23,2.89037,17.7835,29.4473,2.95526,53.1427,53.0765
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,24,2.88797,17.7169,29.6574,2.95014,53.2887,53.2123
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,25,2.89523,17.7871,29.6263,2.95014,53.2631,53.2587
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,26,2.88384,17.7014,29.6151,2.95834,53.1708,53.1587
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,27,2.89747,17.7377,29.6156,2.96038,53.2127,53.2111
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,28,2.90112,17.7003,29.6402,2.95322,53.1862,53.1949
3,double,uniform,GPU,"D | D | D | D | N | D",2,512,29,2.88214,17.7617,29.5471,2.96448,53.2144,53.1554
