dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,0,224.638,5.29825,29.9691,3.91066,263.916,263.816
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,1,220.932,5.29282,29.9561,3.78675,260.043,259.968
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,2,222.668,5.29175,29.9476,3.78675,261.772,261.694
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,3,222.539,5.29301,29.9637,3.78163,261.697,261.578
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,4,226.654,5.2988,29.9432,3.77446,265.759,265.671
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,5,224.038,5.29202,29.9559,3.78368,263.149,263.07
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,6,222.645,5.29065,29.9575,3.77856,261.749,261.671
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,7,224.383,5.28857,29.961,3.77446,263.484,263.407
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,8,222.285,5.29431,29.9593,3.78573,261.399,261.325
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,9,224.735,5.29099,29.9629,3.77958,263.844,263.769
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,10,221.745,5.2941,29.9618,3.78061,260.869,260.782
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,11,224.525,5.29838,29.9712,3.78778,263.665,263.582
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,12,222.201,5.29071,29.9503,3.77958,261.298,261.222
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,13,224.232,5.29043,29.9414,3.77856,263.32,263.242
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,14,220.902,5.28982,29.9557,3.77344,259.998,259.921
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,15,221.184,5.29244,29.9546,3.7847,260.29,260.216
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,16,226.839,5.2903,29.9502,3.78573,265.946,265.865
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,17,224.742,5.29083,29.9612,3.78266,263.853,263.776
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,18,222.57,5.29344,29.9561,3.77856,261.674,261.598
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,19,224.5,5.29322,29.9676,3.7847,263.625,263.546
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,20,220.769,5.29277,29.9535,3.77344,259.868,259.788
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,21,224.207,5.29284,29.9496,3.7847,263.312,263.234
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,22,222.279,5.29242,29.9571,3.78573,261.391,261.314
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,23,223.865,5.29425,29.9461,3.78163,262.966,262.886
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,24,224.082,5.29217,29.9537,3.77344,263.18,263.102
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,25,224.562,5.29221,29.9373,3.78368,263.651,263.575
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,26,221.165,5.29247,29.9573,3.77651,260.271,260.191
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,27,222.327,5.2939,29.9706,3.78368,261.453,261.375
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,28,222.007,5.29582,29.9583,3.78266,261.12,261.044
3,float,uniform,CPU,"D | D | D | D | N | D",1,512,29,220.843,5.29072,29.9443,3.78266,259.938,259.861
