dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,0,1.4655,551.12,3.74089,1.55955,557.874,557.886
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,1,0.612032,418.771,3.41603,1.15805,424.068,423.957
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,2,0.615936,413.515,3.38816,1.16013,417.556,418.679
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,3,0.600768,418.812,3.67542,1.29024,424.166,424.379
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,4,0.604128,413.483,3.35743,1.29536,417.849,418.74
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,5,0.614272,413.016,3.40372,1.15811,418.297,418.192
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,6,0.613984,413.922,3.4229,1.17037,419.242,419.129
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,7,0.618336,417.826,3.39297,1.1591,422.785,422.997
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,8,0.612896,410.551,3.41289,1.15805,415.847,415.735
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,9,0.601696,411.672,3.39812,1.29434,416.964,416.966
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,10,0.59632,414.123,3.7209,1.29229,419.477,419.733
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,11,0.615328,413.55,3.39738,1.15706,418.828,418.72
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,12,0.602656,411.118,3.68133,1.28512,416.486,416.687
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,13,0.628672,417.022,3.40667,1.15808,422.32,422.216
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,14,0.618912,412.117,3.42237,1.15702,417.424,417.315
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,15,0.602336,410.151,3.70442,1.28922,415.574,415.747
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,16,0.609088,408.704,3.39714,1.30355,413.085,414.014
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,17,0.628768,412.631,3.50248,1.18272,418.068,417.945
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,18,0.600384,411.242,3.7154,1.28512,416.618,416.843
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,19,0.62064,412.117,3.4207,1.16838,417.432,417.326
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,20,0.615776,413.718,3.41767,1.15805,419.016,418.909
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,21,0.604288,412.415,3.67242,1.29024,417.85,417.982
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,22,0.600832,413.028,3.36241,1.28819,418.135,418.279
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,23,0.600864,413.36,3.71021,1.28819,415.458,418.959
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,24,0.608384,413.628,3.65696,1.28614,414.72,419.179
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,25,0.63328,412.947,3.40816,1.15706,418.262,418.146
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,26,0.613408,413.243,3.71439,1.28819,418.603,418.859
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,27,0.614976,415.433,3.42505,1.15712,420.739,420.631
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,28,0.598592,414.398,3.36385,1.28819,418.853,419.649
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,512,29,0.604,412.09,3.37944,1.28819,417.322,417.362
