dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,0,3.44598,0,242.469,7.45677,253.47,253.372
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,1,2.88995,0,79.8062,7.15981,89.9325,89.856
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,2,2.89427,0,79.7995,7.16493,89.9316,89.8587
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,3,2.9024,0,79.6714,7.14445,89.7387,89.7182
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,4,2.89571,0,79.7082,7.16083,89.8091,89.7647
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,5,2.89197,0,79.4668,7.18848,89.6227,89.5472
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,6,2.89501,0,79.4235,7.1424,89.5357,89.4609
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,7,2.89101,0,79.5083,7.1639,89.5391,89.5632
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,8,2.89686,0,79.9354,7.15878,90.035,89.9911
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,9,2.90179,0,79.9812,7.15059,90.1094,90.0336
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,10,2.90589,0,79.8366,7.16902,89.9867,89.9115
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,11,2.90678,0,80.198,7.1424,90.0802,90.2472
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,12,2.89069,0,79.6147,7.13626,89.6804,89.6417
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,13,2.90378,0,79.425,7.15059,89.5262,89.4794
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,14,2.88963,0,79.6635,7.14547,89.7786,89.6986
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,15,2.89728,0,79.5731,7.14854,89.6958,89.6189
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,16,2.91158,0,79.1875,7.11578,89.2924,89.2149
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,17,2.88938,0,79.4846,7.1424,89.5926,89.5164
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,18,2.88838,0,79.4603,7.15059,89.5287,89.4993
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,19,2.90131,0,79.8667,7.14035,89.9849,89.9083
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,20,2.87677,0,79.7985,7.14752,89.9022,89.8228
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,21,2.88912,0,79.2034,7.17005,89.332,89.2625
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,22,2.90285,0,79.7496,7.15981,89.8856,89.8122
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,23,2.89309,0,79.753,7.1465,89.873,89.7926
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,24,2.88877,0,79.6012,7.17722,89.731,89.6672
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,25,2.91037,0,79.8826,7.13114,90.0403,89.9241
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,26,2.88557,0,79.5163,7.14035,89.5375,89.5423
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,27,2.89027,0,79.5929,7.15264,89.7125,89.6358
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,28,2.88138,0,79.6467,7.15469,89.7098,89.6828
3,double,uniform,GPU,"P | P | P | P | P | P",2,512,29,2.90317,0,79.7587,7.12397,89.8633,89.7858
