dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,0,2.13936,0,140.84,4.11546,147.212,147.095
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,1,1.60589,0,38.3118,3.79392,43.7857,43.7116
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,2,1.59722,0,38.3061,3.79597,43.7725,43.6993
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,3,1.5984,0,38.25,3.80314,43.7249,43.6515
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,4,1.5984,0,38.3191,3.7929,43.7871,43.7104
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,5,1.60512,0,38.3186,3.78266,43.7811,43.7064
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,6,1.61066,0,38.2781,3.79597,43.7596,43.6847
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,7,1.60512,0,38.2863,3.78675,43.7526,43.6782
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,8,1.60614,0,38.2959,3.80928,43.7888,43.7113
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,9,1.60566,0,38.3228,3.80928,43.8041,43.7377
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,10,1.60835,0,38.2085,3.81645,43.706,43.6333
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,11,1.60378,0,38.2857,3.79187,43.7577,43.6814
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,12,1.60118,0,38.269,3.7847,43.7283,43.6549
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,13,1.60371,0,38.2809,3.80416,43.7647,43.6888
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,14,1.5999,0,38.2906,3.79802,43.7636,43.6885
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,15,1.60534,0,38.2695,3.80416,43.7374,43.679
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,16,1.60118,0,38.3224,3.7888,43.7896,43.7124
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,17,1.60224,0,38.3158,3.7929,43.7843,43.7109
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,18,1.59222,0,38.2795,3.80928,43.7443,43.681
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,19,1.60275,0,38.3053,3.79597,43.7807,43.704
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,20,1.60877,0,38.2761,3.80416,43.764,43.689
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,21,1.60851,0,38.2542,3.7888,43.7254,43.6515
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,22,1.60352,0,38.342,3.79904,43.8203,43.7446
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,23,1.60704,0,38.2764,3.77651,43.7295,43.66
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,24,1.60237,0,38.3379,3.79802,43.804,43.7382
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,25,1.60598,0,38.2413,3.78163,43.7019,43.6289
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,26,1.59885,0,38.2863,3.80006,43.7599,43.6852
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,27,1.61056,0,38.2915,3.78573,43.7625,43.6878
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,28,1.6032,0,38.3038,3.7929,43.7732,43.6999
3,float,uniform,GPU,"P | P | P | P | P | P",2,512,29,1.60374,0,38.3387,3.7847,43.8021,43.7271
