dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,0,1.03286,0,3627.43,3.31056,3631.96,3631.77
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,1,0.970432,0,3300.89,2.28141,3304.27,3304.14
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,2,0.957312,0,3414.91,2.27738,3418.25,3418.15
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,3,0.976032,0,3288.47,2.27222,3291.84,3291.72
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,4,0.967296,0,3270.12,2.27939,3273.5,3273.37
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,5,0.97088,0,3241.56,2.27322,3244.93,3244.81
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,6,0.957888,0,3234.19,2.27011,3237.53,3237.42
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,7,0.953824,0,3263.55,2.25581,3266.87,3266.76
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,8,0.966496,0,3241.95,2.2671,3245.31,3245.19
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,9,0.959712,0,3225.65,2.25782,3228.98,3228.87
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,10,0.965088,0,3204.43,2.26192,3207.78,3207.65
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,11,0.956032,0,3216.63,2.27322,3219.96,3219.86
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,12,0.953408,0,3211.23,2.25594,3214.55,3214.44
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,13,0.955744,0,3228.96,2.25379,3232.28,3232.17
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,14,0.953856,0,3250.04,2.2528,3253.35,3253.25
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,15,0.959008,0,3225.92,2.25786,3229.24,3229.13
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,16,0.955776,0,3236.93,2.25581,3240.24,3240.14
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,17,0.953664,0,3210.5,2.25181,3213.82,3213.71
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,18,0.964672,0,3226.56,2.26301,3229.91,3229.78
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,19,0.965184,0,3221,2.2599,3224.32,3224.22
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,20,0.95536,0,3217.96,2.25274,3221.28,3221.17
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,21,0.955872,0,3205.83,2.25683,3209.14,3209.04
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,22,0.971264,0,3232.05,2.27731,3235.42,3235.3
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,23,0.956896,0,3249.96,2.26614,3253.29,3253.18
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,24,0.955744,0,3208.32,2.25482,3211.64,3211.53
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,25,0.954432,0,3211.59,2.25171,3214.9,3214.8
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,26,0.955712,0,3225.97,2.2527,3229.29,3229.18
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,27,0.955296,0,3214.21,2.25686,3217.52,3217.42
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,28,0.953344,0,3252.45,2.25274,3255.76,3255.65
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,29,0.96768,0,3257.9,2.26096,3261.23,3261.13
