dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,0,62.6451,1013.7,2.91114,1.64045,1112.63,1080.9
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,1,62.7485,978.855,2.87537,1.17965,1048.42,1045.66
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,2,62.8417,979.091,2.87127,1.13869,1048.35,1045.94
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,3,62.5967,968.523,2.86245,1.152,1037.78,1035.13
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,4,62.7029,945.066,2.91007,1.16326,1014.53,1011.84
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,5,62.9591,969.348,2.8626,1.17251,1039.11,1036.34
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,6,63.4205,1002.33,2.85816,1.16736,1072.49,1069.78
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,7,62.8321,984.935,2.86215,1.16538,1054.57,1051.8
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,8,63.5731,958.742,2.87118,1.16941,1028.66,1026.36
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,9,63.2868,957.797,2.85682,1.15402,1027.83,1025.09
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,10,63.5122,971.05,2.84757,1.16531,1040.84,1038.57
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,11,62.6257,979.613,2.85263,1.1448,1048.89,1046.24
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,12,62.9824,980.419,2.85209,1.16118,1050.15,1047.41
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,13,63.5542,972.521,2.86523,1.1561,1042.26,1040.1
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,14,63.0196,977.377,2.85248,1.16326,1046.99,1044.41
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,15,62.7042,950.201,2.8588,1.17344,1019.55,1016.94
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,16,63.6772,935.664,2.86158,1.17552,1006.11,1003.38
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,17,62.6009,951.565,2.89562,1.18166,1021.02,1018.24
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,18,63.2184,991.758,2.8558,1.16531,1061.75,1059
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,19,62.6592,966.65,2.85818,1.15814,1035.97,1033.33
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,20,62.8364,992.168,2.86123,1.15914,1061.55,1059.02
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,21,62.8196,993.546,2.8555,1.16013,1063.02,1060.38
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,22,62.6681,952.465,2.84387,1.17859,1021.87,1019.16
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,23,62.8655,964.181,2.84748,1.16118,1033.5,1031.05
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,24,63.5373,975.667,2.84297,1.16323,1045.49,1043.21
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,25,62.874,1001.35,2.85399,1.1561,1070.64,1068.24
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,26,62.873,965.686,2.89424,1.18477,1035.22,1032.64
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,27,62.8237,960.421,2.86421,1.18166,1030.02,1027.29
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,28,62.676,967.194,2.85602,1.14992,1036.51,1033.88
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,29,62.7911,951.605,2.85711,1.14381,1021,1018.4
