dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,0,1.17334,562.972,5.55122,1.73971,571.603,571.436
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,1,0.57264,429.052,5.40592,1.30758,435.779,436.338
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,2,0.580448,473.399,5.46287,1.30765,480.862,480.75
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,3,0.574464,461.86,5.47931,1.29946,469.322,469.213
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,4,0.58272,576.484,5.37345,1.30246,451.866,583.743
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,5,0.64128,460.451,6.61373,1.45101,468.62,469.157
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,6,0.570912,457.423,5.45621,1.3097,464.868,464.759
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,7,0.578208,455.012,5.43885,1.30048,462.467,462.33
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,8,0.58128,459.795,5.42568,1.31997,466.97,467.122
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,9,0.571584,498.899,5.37485,1.29837,496.176,506.143
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,10,0.57424,477.327,5.46979,1.33322,484.815,484.704
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,11,0.569888,459.931,5.48966,1.3025,467.404,467.293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,12,0.575808,461.045,5.37928,1.30554,468.247,468.306
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,13,0.56816,458.806,5.26678,1.29734,464.804,465.938
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,14,0.629696,421.261,6.54712,1.43462,427.444,429.872
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,15,0.568544,436.18,5.50378,1.29741,443.66,443.549
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,16,0.632544,422.077,6.54879,1.44896,430.047,430.707
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,17,0.584992,413.352,5.58237,1.32813,420.979,420.848
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,18,0.571328,413.598,5.35925,1.3025,420.462,420.831
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,19,0.635424,415.558,6.55052,1.4377,424.291,424.182
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,20,0.569408,414.461,5.40387,1.29638,417.29,421.731
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,21,0.63968,416.462,6.61318,1.4377,424.926,425.153
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,22,0.637024,414.057,6.52989,1.4377,420.801,422.662
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,23,0.639648,415.225,6.51027,1.4336,423.76,423.808
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,24,0.573088,414.918,5.4779,1.3097,422.389,422.279
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,25,0.637024,413.873,6.56056,1.44794,422.6,422.518
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,26,0.642208,413.412,6.5564,1.43155,422.15,422.042
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,27,0.56944,412.719,5.37684,1.30051,418.596,419.966
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,28,0.570688,415.598,5.30721,1.30454,422.291,422.781
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,29,0.568928,415.306,5.45277,1.30253,422.736,422.631
