dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,0,125.441,2039.68,11.9969,4.58336,2178.4,2181.7
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,1,126.973,2115.94,11.9316,3.42118,2248.98,2258.27
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,2,126.516,2040.56,11.9877,3.4375,2182.66,2182.5
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,3,124.995,2034.69,11.9192,3.41402,2171.96,2175.02
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,4,124.899,1996.39,11.9182,3.41395,2134.19,2136.63
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,5,126.082,2019.67,11.9185,3.42317,2157.74,2161.09
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,6,125.274,2026.59,11.9411,3.42419,2163.31,2167.23
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,7,124.939,2301.9,11.9822,3.43242,2373.74,2442.26
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,8,124.732,2242.52,11.9201,3.40784,2355.32,2382.58
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,9,126.825,2119.06,11.9112,3.40883,2258.31,2261.2
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,10,125.658,2108.95,11.9203,3.416,2250.09,2249.94
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,11,125.976,2050.54,11.9242,3.41293,2190.19,2191.85
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,12,126.906,2076.19,11.92,3.41088,2215.71,2218.43
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,13,125.592,1987.94,11.9342,3.43037,2126.43,2128.89
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,14,125.581,2071.19,11.9752,3.41299,2212.31,2212.16
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,15,124.748,1992.09,11.9187,3.4232,2132.19,2132.18
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,16,125.332,2070.14,11.914,3.40682,2208.7,2210.8
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,17,125.69,2041.85,11.917,3.4119,2180.11,2182.87
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,18,125.743,2056.08,11.9137,3.41091,2194.88,2197.15
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,19,126.17,1992.19,11.9117,3.41293,2133.84,2133.69
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,20,125.08,2044.33,11.9144,3.42214,2183.05,2184.75
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,21,125.443,2096.75,11.9341,3.42627,2234.8,2237.55
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,22,125.974,2011.81,11.9741,3.41907,2153.33,2153.18
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,23,125.094,2022.39,11.9211,3.41299,2162.2,2162.82
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,24,124.721,2011.32,11.9176,3.42112,2149.5,2151.38
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,25,125.224,2006.45,11.924,3.41702,2144.11,2147.01
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,26,125.311,2028.8,11.9144,3.41299,2168.27,2169.44
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,27,125.44,2018.39,11.9174,3.41914,2157.23,2159.17
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,28,125.276,2074.56,11.9233,3.41606,2213.47,2215.17
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,29,125.702,2030.1,11.9158,3.42419,2169.03,2171.15
