dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,0,44.0783,542.35,4.46259,1.54717,592.657,592.438
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,1,42.722,428.151,4.35457,1.17654,462.101,476.404
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,2,42.6085,418.47,4.46531,1.17754,466.841,466.722
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,3,43.0176,415.279,4.49364,1.17344,464.079,463.964
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,4,43.2485,411.558,4.38673,1.17549,458.452,460.369
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,5,43.0199,411.164,4.47,1.17546,459.947,459.829
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,6,42.6247,413.774,4.4768,1.17549,462.165,462.051
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,7,42.6399,410.721,4.49274,1.20003,459.199,459.054
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,8,42.6075,412.04,4.51543,1.17955,460.46,460.343
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,9,42.6028,413.682,4.4896,1.17648,462.069,461.951
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,10,42.6812,417.055,4.40492,1.16941,465.216,465.311
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,11,43.233,412.102,4.36243,1.17651,460.618,460.874
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,12,43.5557,413.686,4.46991,1.19696,461.523,462.909
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,13,42.6295,414.528,4.36085,1.17546,460.689,462.694
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,14,43.1879,411.615,4.39552,1.17238,460.305,460.371
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,15,42.5159,415.809,4.45735,1.17546,464.07,463.957
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,16,42.5762,413.744,4.40601,1.17242,455.841,461.898
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,17,43.0059,413.846,4.49144,1.17754,462.639,462.521
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,18,42.6429,412.484,4.33635,1.17238,459.98,460.636
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,19,42.6772,412.153,4.37486,1.18266,460.306,460.388
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,20,42.6639,412.969,4.47431,1.17549,461.399,461.282
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,21,42.508,411.289,4.40958,1.17552,459.495,459.382
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,22,42.8477,413.042,4.39426,1.17344,461.491,461.458
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,23,43.1552,412.725,4.36588,1.17344,460.925,461.42
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,24,42.713,412.148,4.35828,1.17856,460.493,460.398
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,25,42.6556,412.685,4.39178,1.17651,460.973,460.909
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,26,43.0779,411.484,4.49337,1.17443,460.347,460.23
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,27,42.7892,413.038,4.37147,1.17341,461.091,461.372
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,28,42.4963,413.34,4.45341,1.17558,461.581,461.466
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,29,42.6485,414.62,4.43868,1.17549,462.997,462.883
