dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,0,42.3418,857.948,4.4689,2.00291,906.96,906.762
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,1,41.7814,772.566,4.44312,1.32605,820.266,820.116
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,2,41.8911,786.162,4.4286,1.32093,833.949,833.803
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,3,41.9325,807.025,4.48141,1.33014,854.937,854.769
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,4,41.6647,784.893,4.53252,1.34755,832.605,832.438
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,5,41.9703,788.361,4.50422,1.3199,836.308,836.156
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,6,42.3408,768.679,4.49391,1.32294,817.001,816.837
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,7,42.0182,778.756,4.52226,1.35056,826.812,826.647
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,8,41.8137,770.755,4.44057,1.32701,818.482,818.336
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,9,41.8039,786.513,4.39671,1.32304,834.189,834.037
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,10,41.7847,773.715,4.39638,1.324,818.094,821.22
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,11,42.8766,768.36,4.45528,1.34755,813.299,817.04
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,12,42.2927,789.415,4.37795,1.324,831.848,837.409
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,13,41.7378,754.052,4.39844,1.31987,798.657,801.508
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,14,41.9149,778.942,4.36099,1.32608,824.487,826.544
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,15,41.9527,778.286,4.38029,1.3199,816.383,825.939
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,16,41.789,772.217,4.37486,1.32291,813.121,819.704
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,17,42.8336,787.925,4.51474,1.36909,836.857,836.642
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,18,41.8521,764.566,4.32442,1.32397,806.168,812.066
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,19,42.3357,771.545,4.46697,1.31891,819.813,819.667
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,20,42.3294,763.358,4.38681,1.32394,807.911,811.398
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,21,41.5921,786.26,4.39288,1.32608,827.597,833.571
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,22,42.4082,789.56,4.37631,1.324,837.662,837.669
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,23,41.8111,789.658,4.36888,1.32496,823.177,837.163
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,24,42.6569,793.852,4.37783,1.33114,832.91,842.218
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,25,42.3081,774.033,4.43348,1.32294,822.247,822.098
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,26,42.9887,783.42,4.46092,1.33734,832.374,832.207
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,27,41.8726,773.345,4.51771,1.32909,821.211,821.064
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,28,41.594,760.77,4.37982,1.32298,808.192,808.066
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,29,42.1298,788.701,4.48369,1.32499,836.787,836.639
