dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,0,62.2963,1058.58,5.02702,2.70947,1116.99,1128.62
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,1,62.3797,1039.91,4.98981,1.80112,1108.55,1109.08
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,2,62.6106,1051.73,4.98492,1.80112,1120.81,1121.12
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,3,62.108,1013.82,4.96606,1.80115,1082.52,1082.69
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,4,62.4209,1021.09,5.01248,1.82266,1089.17,1090.35
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,5,62.4477,1007.8,4.99038,1.80733,1075.11,1077.05
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,6,62.9288,1024.57,4.98171,1.796,1094.42,1094.28
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,7,62.6514,1052.4,4.99189,1.79603,1121.99,1121.84
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,8,63.4219,1029.65,4.96212,1.79606,1097.78,1099.83
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,9,62.8106,1031.76,4.97923,1.79606,1101.49,1101.34
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,10,62.2106,1038.11,4.94838,1.79805,1105.39,1107.06
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,11,62.568,1053.41,5.03537,1.82672,1120.05,1122.84
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,12,62.7547,1022.21,4.98759,1.79504,1091.9,1091.75
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,13,62.6421,1030.67,4.99286,1.79603,1098.14,1100.1
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,14,62.188,1051.88,4.98585,1.80016,1118.75,1120.85
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,15,62.5116,1009.25,4.98742,1.8073,1078.52,1078.55
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,16,62.2969,1056.87,4.97451,1.79504,1126.08,1125.93
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,17,62.5726,1019.86,4.96921,1.79811,1089.35,1089.2
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,18,62.7739,1049.44,4.96624,1.7991,1119.13,1118.98
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,19,62.7051,1037.62,4.9539,1.79606,1107.22,1107.08
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,20,62.7743,1034.12,4.95359,1.79402,1103.79,1103.65
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,21,62.2706,996.963,4.97654,1.79402,1066.15,1066
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,22,62.6297,1018.31,5.03737,1.8135,1087.95,1087.79
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,23,62.373,1002.72,4.98811,1.79712,1072.02,1071.88
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,24,62.358,1033.91,4.97981,1.79702,1103.19,1103.04
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,25,62.7756,996.055,4.97582,1.79811,1065.75,1065.6
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,26,63.3242,988.921,4.98689,1.79504,1059.18,1059.03
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,27,62.6245,1026.65,4.9896,1.8001,1096.21,1096.06
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,28,62.4671,1007.75,4.98224,1.79914,1077.14,1077
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,512,29,62.7656,1029.76,4.97174,1.80317,1099.44,1099.3
