dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,0,75.7263,938.517,4.73463,1.63123,923.204,1020.61
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,1,74.5061,924.569,4.56304,1.05882,900.578,1004.7
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,2,75.2583,886.434,4.79036,1.06598,879.947,967.549
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,3,74.7782,887.388,4.62651,1.05779,866.188,967.851
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,4,75.7194,884.779,4.56763,1.05882,912.02,966.125
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,5,75.1538,875.959,4.56043,1.0793,870.195,956.752
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,6,75.1884,877.013,4.59338,1.06701,878.96,957.862
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,7,75.2297,887.229,4.58637,1.07418,886.197,968.119
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,8,74.6223,885.138,4.54736,1.06086,879.363,965.369
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,9,75.0637,887.062,4.74806,1.06394,879.618,967.938
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,10,75.2948,871.612,4.49407,1.06394,868.329,952.465
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,11,75.4064,883.5,4.57423,1.06086,882.432,964.541
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,12,75.1929,868.239,4.87627,1.07315,884.721,949.381
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,13,74.5096,879.719,4.56143,1.06086,873.36,959.85
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,14,75.9501,903.086,4.59462,1.06189,877.002,984.692
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,15,75.72,876.731,4.58689,1.06598,865.881,958.104
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,16,75.1748,876.047,4.59117,1.06701,872.089,956.88
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,17,75.8403,872.884,4.62908,1.06598,861.961,954.419
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,18,75.3347,883.385,4.58535,1.06394,876.763,964.369
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,19,75.4329,904.677,4.70533,1.06291,901.033,985.878
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,20,75.1647,888.399,4.63293,1.06394,888.427,969.26
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,21,74.5531,879.077,4.60879,1.06496,890.558,959.304
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,22,75.2501,890.842,4.53341,1.06189,889.821,971.687
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,23,74.8179,880.762,4.5631,1.06598,878.679,961.209
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,24,74.238,896.762,4.60777,1.06189,905.775,976.669
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,25,75.6429,888.969,4.60758,1.05677,859.15,970.277
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,26,76.133,893.78,4.60246,1.06701,882.109,975.582
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,27,75.8652,894.454,4.65853,1.06394,886.735,976.041
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,28,75.4852,894.777,4.59722,1.05882,890.401,975.918
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,29,74.4793,884.953,4.81418,1.06496,880.349,965.311
