dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,0,45.8093,624.629,4.18984,5.22854,681.788,679.857
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,1,42.744,423.46,3.74737,0.613312,461.32,470.565
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,2,43.225,440.19,3.78044,0.619488,483.43,487.814
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,3,42.7548,423.826,3.87197,0.626656,471.197,471.079
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,4,42.7787,416.001,3.8981,0.61744,463.409,463.295
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,5,42.7098,415.015,3.82076,0.61536,462.231,462.161
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,6,42.9425,415.019,3.80034,0.614336,461.379,462.376
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,7,42.8493,419,3.88629,0.626688,466.486,466.363
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,8,42.7699,417.289,3.91003,0.623584,464.712,464.592
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,9,42.7185,417.367,3.82235,0.618464,459.749,464.526
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,10,42.7679,414.722,3.88359,0.6328,461.869,462.006
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,11,42.7692,414.422,3.78475,0.614368,458.91,461.59
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,12,42.7654,422.746,3.79996,0.616384,467.838,469.928
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,13,43.3033,415.571,3.8495,0.616448,463.458,463.34
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,14,43.2221,413.312,3.78152,0.61232,460.746,460.928
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,15,42.8824,414.893,3.78885,0.614368,461.872,462.179
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,16,43.3272,413.129,3.8706,0.613344,461.054,460.941
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,17,42.8058,414.408,3.83605,0.619488,461.441,461.67
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,18,42.8258,414.936,3.79372,0.618464,461.692,462.174
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,19,42.9063,415.442,3.88233,0.618464,462.973,462.849
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,20,42.7799,414.317,3.78832,0.61024,460.458,461.496
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,21,43.2749,410.938,3.78101,0.613376,458.257,458.607
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,22,43.2046,432.917,3.7915,0.616448,456.408,480.53
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,23,42.8328,438.777,3.78654,0.613312,460.336,486.01
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,24,42.8027,429.454,3.78903,0.6144,466.295,476.66
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,25,42.6648,417.511,3.79973,0.613376,457.933,464.589
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,26,42.7717,413.298,3.82961,0.61744,455.622,460.517
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,27,42.72,413.55,3.76724,0.618464,457.656,460.655
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,28,43.3868,413.223,3.78942,0.616416,445.934,461.016
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,29,42.8636,412.868,3.95649,0.649216,460.477,460.337
