dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,0,62.4284,1080.41,4.54402,3.07091,1150.69,1150.46
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,1,62.6238,1018.72,4.52425,1.78483,1087.81,1087.66
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,2,62.3613,1023.34,4.49056,1.78477,1092.13,1091.98
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,3,63.2723,1034.72,4.50912,1.78586,1104.44,1104.29
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,4,62.5516,1025.12,4.49185,1.78576,1094.1,1093.95
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,5,62.6585,1021.25,4.54604,1.78784,1090.42,1090.24
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,6,62.8336,1006.62,4.40408,1.78378,1074.5,1075.64
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,7,62.6486,1053.67,4.41472,1.78378,1122.24,1122.51
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,8,62.3259,1028.03,4.42611,1.78275,1096.72,1096.57
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,9,62.5792,1032.78,4.44544,1.7991,1100.5,1101.6
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,10,63.3807,1012.93,4.40157,1.7889,1079.9,1082.5
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,11,62.6581,1025.13,4.50676,1.7848,1094.23,1094.08
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,12,62.6345,1053.64,4.41652,1.79504,1122.28,1122.48
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,13,62.7892,1052.87,4.41197,1.78474,1121.4,1121.85
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,14,62.7199,1024.37,4.40104,1.78995,1091.37,1093.28
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,15,62.5572,1044.78,4.40453,1.78682,1113.23,1113.53
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,16,62.8552,1038.02,4.40633,1.78784,1105.21,1107.07
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,17,63.3385,1030.39,4.42508,1.78477,1096.96,1099.94
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,18,62.622,1051.18,4.39741,1.78787,1119.1,1119.98
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,19,62.6058,1020.43,4.45757,1.8001,1088.49,1089.3
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,20,63.2759,1029.42,4.45203,1.78374,1099.08,1098.93
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,21,62.6362,1023.66,4.41783,1.78477,1092.45,1092.5
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,22,62.8174,1000.96,4.40258,1.78787,1067.66,1069.97
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,23,63.4087,1020.9,4.41784,1.78579,1088.29,1090.51
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,24,63.3306,1028.12,4.41953,1.78682,1095.77,1097.66
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,25,62.5749,1036.23,4.39962,1.79091,1103.98,1105
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,26,62.9538,1039.86,4.38028,1.78678,1106.8,1108.98
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,27,62.523,1015.93,4.38789,1.78582,1083.46,1084.63
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,28,62.6273,1026.56,4.40749,1.79094,1094.29,1095.38
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,512,29,62.5612,1030.37,4.4018,1.78682,1097.78,1099.12
