dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,0,1.94755,24.6734,6.55364,1.68448,34.4886,34.859
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,1,1.45818,14.8178,6.54429,1.55341,24.0703,24.3737
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,2,1.46032,14.7709,6.52184,1.55238,24.0406,24.3054
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,3,1.4591,14.7882,6.49332,1.55341,24.0261,24.294
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,4,1.46035,14.8169,6.45698,1.5585,23.991,24.2927
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,5,1.45875,14.7958,6.52365,1.55853,24.0957,24.3367
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,6,1.45619,14.7668,6.55677,1.55648,24.0504,24.3363
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,7,1.45907,14.8542,6.4742,1.55648,24.0221,24.3439
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,8,1.45917,14.7851,6.54151,1.55546,24.0542,24.3412
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,9,1.45978,14.8096,6.49454,1.55443,23.9878,24.3184
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,10,1.46298,14.7588,6.47505,1.55341,23.973,24.2503
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,11,1.45933,14.8469,6.50526,1.5575,24.0485,24.369
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,12,1.46083,14.7709,6.49654,1.55546,23.9787,24.2837
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,13,1.46083,14.8003,6.48994,1.55136,23.9942,24.3025
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,14,1.45677,14.7641,6.55319,1.55443,24.0391,24.3285
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,15,1.45456,14.8011,6.47848,1.55546,23.9912,24.2896
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,16,1.45834,14.7885,6.52051,1.55238,24.0437,24.3197
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,17,1.45776,14.8112,6.50963,1.56058,24.0486,24.3391
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,18,1.45763,14.8162,6.52331,1.5575,24.0673,24.3546
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,19,1.45786,14.8367,6.49455,1.55443,24.0184,24.3435
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,20,1.45834,14.7725,6.5376,1.55443,24.0008,24.3228
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,21,1.45811,14.7132,6.49984,1.55443,23.9926,24.2256
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,22,1.45728,14.7457,6.55109,1.54931,24.0333,24.3034
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,23,1.45942,14.7621,6.54096,1.55443,24.0634,24.3169
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,24,1.46128,14.8372,6.4595,1.55853,23.9825,24.3165
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,25,1.46038,14.7747,6.54887,1.55853,24.0119,24.3425
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,26,1.45917,14.7729,6.54457,1.55238,24.029,24.329
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,27,1.45901,14.7871,6.52862,1.5575,24.0314,24.3322
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,28,1.45872,14.7869,6.53575,1.55136,24.0292,24.3327
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,29,1.45933,14.7878,6.51428,1.55443,24.02,24.3158
