dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,0,1.25408,545.604,3.41871,1.6168,544.636,551.894
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,1,0.601824,424.504,3.70316,1.33325,430.022,430.142
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,2,0.601632,416.073,3.37689,1.31789,418.988,421.37
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,3,0.61904,420.456,3.384,1.16522,423.093,425.625
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,4,0.598368,414.48,3.37874,1.31277,419.044,419.77
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,5,0.605568,416.561,3.67301,1.31379,420.303,422.153
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,6,0.598624,415.525,3.68225,1.30355,420.948,421.109
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,7,0.630432,413.161,3.38868,1.1632,418.453,418.344
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,8,0.605632,411.25,3.69419,1.31072,416.736,416.861
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,9,0.598432,414.645,3.3682,1.30454,418.787,419.916
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,10,0.61344,413.006,3.40326,1.16528,418.296,418.188
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,11,0.611296,411.717,3.66489,1.31174,416.627,417.305
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,12,0.62528,412.943,3.50413,1.17853,418.361,418.251
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,13,0.618368,413.296,3.4149,1.1633,418.599,418.492
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,14,0.601856,414.036,3.36971,1.3056,418.237,419.313
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,15,0.62112,413.35,3.40318,1.16317,418.646,418.538
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,16,0.605632,413.684,3.3687,1.31277,418.607,418.971
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,17,0.635488,412.461,3.39006,1.16214,417.683,417.649
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,18,0.614752,412.785,3.41227,1.16221,418.081,417.974
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,19,0.60192,411.546,3.67927,1.30458,416.917,417.132
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,20,0.604736,414.036,3.62807,1.29843,417.711,419.567
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,21,0.599712,412.721,3.70116,1.30662,418.205,418.328
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,22,0.615296,414.914,3.42361,1.16323,420.224,420.116
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,23,0.59792,413.597,3.39582,1.31686,418.753,418.908
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,24,0.603648,411.352,3.36334,1.31891,416.545,416.638
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,25,0.619744,414.071,3.39923,1.16214,419.362,419.252
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,26,0.605568,413.339,3.38368,1.31686,418.563,418.645
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,27,0.661696,414.21,3.49741,1.17853,419.715,419.548
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,28,0.620736,412.655,3.3824,1.16112,417.863,417.819
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,29,0.60096,413.171,3.66753,1.30662,418.824,418.746
