dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,0,125.716,2045.88,7.37758,4.30896,2179.06,2183.28
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,1,125.153,2056.81,7.31124,3.40682,2192.86,2192.68
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,2,125.737,2057.06,7.28766,3.43136,2186.1,2193.52
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,3,125.262,2074.97,7.37162,3.43133,2204.07,2211.03
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,4,124.875,2055.52,7.28919,3.41805,2190.94,2191.1
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,5,125.7,1989.34,7.28948,3.41808,2124.09,2125.75
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,6,125.697,2042.83,7.344,3.43034,2176.61,2179.3
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,7,126.825,2079.19,7.32815,3.41706,2215.08,2216.76
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,8,125.171,2056.64,7.29607,3.41501,2190.21,2192.52
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,9,125.34,2020.36,7.29504,3.41805,2153.79,2156.41
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,10,126.888,2003.25,7.2966,3.40986,2137,2140.85
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,11,124.951,1986.32,7.30403,3.41395,2119.03,2121.99
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,12,125.167,2030.19,7.29484,3.41293,2161.63,2166.06
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,13,125.492,2037.56,7.30983,3.4129,2168.68,2173.77
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,14,125.392,2027.42,7.378,3.4375,2158.28,2163.63
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,15,125.282,2067.23,7.30237,3.4232,2197.84,2203.24
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,16,125.085,2042.7,7.30356,3.40886,2176.14,2178.5
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,17,126.863,2009.41,7.29179,3.40675,2143.32,2146.97
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,18,125.337,2055.81,7.31327,3.4129,2191.5,2191.87
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,19,125.231,2054.72,7.29107,3.41498,2185.91,2190.66
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,20,125.479,2002.55,7.2911,3.41085,2136.52,2138.73
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,21,125.331,1997.13,7.31778,3.42115,2130.17,2133.2
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,22,125.524,2035.17,7.37825,3.42317,2166,2171.49
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,23,125.625,2065.85,7.2973,3.42112,2198.8,2202.19
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,24,124.809,1981.84,7.29147,3.41501,2114.91,2117.36
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,25,124.829,1989.9,7.28536,3.4119,2123.1,2125.42
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,26,124.794,1992.1,7.29626,3.4263,2124.22,2127.62
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,27,125.29,2062.88,7.29413,3.41498,2197.24,2198.88
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,28,124.983,2021.23,7.30097,3.41392,2155.04,2156.93
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,29,124.843,2051.55,7.28584,3.42314,2183.66,2187.1
