dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,0,1.58288,1065.3,6.69028,2.84048,1067.97,1076.42
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,1,0.974496,836.774,7.21941,2.3593,847.176,847.327
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,2,0.958336,821.699,6.77289,2.37466,831.698,831.804
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,3,0.9432,820.204,6.72647,2.29578,812.637,830.169
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,4,0.981024,820.709,6.80769,2.38285,830.864,830.88
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,5,0.976512,817.57,7.12287,2.34394,828.118,828.013
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,6,0.958816,820.439,6.77463,2.39104,830.411,830.564
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,7,0.957088,828.742,6.78523,2.40435,838.751,838.888
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,8,0.962048,822.322,6.77093,2.38899,832.243,832.444
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,9,0.966432,824.13,6.8056,2.38899,834.213,834.291
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,10,0.978208,822.401,7.19013,2.34496,831.605,832.915
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,11,0.936064,819.854,6.69273,2.264,829.88,829.747
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,12,0.94016,821.934,6.81312,2.28042,832.078,831.968
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,13,0.97824,826.385,7.19951,2.3337,833.063,836.896
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,14,0.97648,821.268,7.14899,2.33882,831.579,831.732
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,15,0.930016,838.458,6.65449,2.26304,806.572,848.305
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,16,0.930848,850.116,6.65932,2.2641,832.254,859.971
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,17,0.934368,843.176,6.66219,2.26294,845.969,853.036
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,18,0.931232,847.472,6.70017,2.2712,857.486,857.374
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,19,0.930784,850.689,6.69556,2.26298,860.687,860.579
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,20,0.933248,818.447,6.65887,2.26499,826.878,828.304
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,21,0.928416,822.885,6.66331,2.26298,831.07,832.74
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,22,0.930432,828.409,6.66045,2.26192,827.225,838.262
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,23,0.930368,928.434,6.66082,2.264,837.208,938.29
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,24,0.934624,866.935,6.66544,2.26714,858.598,876.802
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,25,0.959328,822.031,6.76846,2.3849,827.618,832.143
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,26,0.939072,826.876,6.71276,2.28547,832.663,836.813
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,27,0.97952,818.938,7.19083,2.32243,818.998,829.431
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,28,0.931168,820.959,6.69538,2.26506,830.961,830.85
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,512,29,0.977632,820.453,7.2383,2.3337,830.583,831.002
