dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,0,31.3288,405.845,2.07328,0.70144,439.691,439.949
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,1,32.1717,256.016,2.01418,0.434144,290.698,290.636
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,2,32.1618,254.366,1.99114,0.436192,288.792,288.955
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,3,32.1365,249.227,1.9921,0.433088,283.868,283.788
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,4,30.1429,254.299,1.99357,0.435168,286.695,286.87
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,5,30.0088,268.58,1.98699,0.431104,299.941,301.007
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,6,30.1375,251.233,1.98594,0.434176,279.009,283.79
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,7,32.1832,249.355,2.01154,0.434176,284.093,283.984
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,8,32.0343,260.822,2.00096,0.434112,295.355,295.291
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,9,30.5883,270.397,2.00392,0.447456,300.278,303.437
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,10,32.4645,327.354,1.99359,0.434112,362.158,362.246
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,11,32.1555,272.473,1.99836,0.435136,307.039,307.062
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,12,30.4762,270.233,2.05778,0.459808,302.517,303.227
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,13,29.9352,252.765,1.98717,0.429024,282.707,285.117
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,14,32.095,250.777,2.02003,0.435136,285.405,285.327
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,15,30.8097,252.741,2.00705,0.440288,279.83,285.998
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,16,32.0901,271.587,1.99816,0.43616,306.037,306.112
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,17,30.2389,254.366,1.98729,0.432128,279.889,287.024
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,18,30.156,250.387,1.98936,0.432128,279.5,282.965
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,19,30.3073,266.139,1.99135,0.432128,298.738,298.87
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,20,30.2089,252.544,1.99366,0.431104,282.682,285.178
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,21,32.1978,263.018,1.9962,0.43312,297.5,297.645
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,22,32.0595,282.209,1.98988,0.43104,316.787,316.69
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,23,31.995,254.756,1.99022,0.435136,289.251,289.177
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,24,30.3793,275.123,2.01304,0.439264,307.123,307.954
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,25,30.124,257.836,1.99785,0.434144,286.621,290.392
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,26,32.8257,293.568,1.99357,0.435168,328.29,328.822
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,27,32.5068,264.819,2.07614,0.452576,299.811,299.854
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,28,32.1276,259.051,1.98756,0.431104,293.674,293.597
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,512,29,30.4753,281.016,2.00052,0.442336,312.04,313.935
