dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,0,125.394,2104.08,11.968,4.05398,2245.8,2245.5
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,1,125.567,2084.87,11.9008,3.41597,2225.91,2225.75
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,2,125.578,2028.1,11.9633,3.44269,2167.04,2169.08
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,3,125.597,1990.72,11.8958,3.40781,2131.78,2131.63
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,4,125.344,2035.39,11.8865,3.41402,2173.72,2176.04
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,5,125.28,1996.91,11.8831,3.42112,2136.04,2137.5
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,6,125.42,2056.3,11.9008,3.41802,2194.14,2197.04
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,7,125.284,2040.29,11.9478,3.42928,2180.36,2180.95
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,8,125.24,2059.28,11.8876,3.42013,2197.88,2199.83
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,9,126.54,2071.47,11.8937,3.40989,2213.46,2213.31
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,10,125.245,2078.27,11.884,3.42218,2216.33,2218.82
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,11,126.501,2071.83,11.8939,3.40269,2213.78,2213.63
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,12,125.688,1998.89,11.8848,3.4119,2138.58,2139.87
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,13,126.397,2013.28,11.8964,3.41194,2155.13,2154.98
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,14,125.457,2008.48,11.9651,3.44566,2148.16,2149.35
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,15,126.531,2004.67,11.8946,3.40886,2146.66,2146.51
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,16,127.013,2042.36,11.8813,3.4191,2182.78,2184.67
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,17,127.17,2014.11,11.8873,3.42115,2153.05,2156.58
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,18,125.191,2024.35,11.8915,3.41712,2165,2164.85
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,19,125.932,2142.08,11.8845,3.41805,2281.45,2283.31
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,20,124.767,2069.6,11.8922,3.41085,2207.74,2209.67
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,21,125.416,1996.58,11.8825,3.42326,2134.81,2137.3
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,22,125.14,2106.99,11.9806,3.44061,2247.71,2247.55
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,23,125.299,2009.16,11.8845,3.40992,2148.85,2149.75
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,24,125.549,2019.28,11.8812,3.41091,2159.5,2160.12
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,25,126.947,2058.06,11.8832,3.41094,2198.64,2200.3
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,26,125.232,1992.51,11.8892,3.41398,2131.53,2133.04
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,27,127.117,2051.23,11.8837,3.41395,2191.24,2193.64
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,28,124.83,2008.76,11.8841,3.41699,2147.93,2148.89
3,double,uniform,CPU,"P | P | P | P | N | D",4,512,29,126.194,2056.72,11.8869,3.41504,2198.37,2198.22
