dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,0,3.56166,5.30147,27.2857,7.67078,43.9491,43.8196
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,1,3.16243,5.29332,26.951,7.49978,43.0458,42.9066
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,2,3.14291,5.29211,27.2339,7.4711,43.2767,43.14
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,3,3.15136,5.29414,27.3237,7.48032,43.3921,43.2495
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,4,3.16586,5.29589,27.4578,7.48442,43.5419,43.404
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,5,3.16586,5.2899,27.2636,7.47725,43.3337,43.1966
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,6,3.15232,5.2918,27.3514,7.49363,43.4296,43.2892
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,7,3.15789,5.2922,27.3758,7.48851,43.4525,43.3144
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,8,3.16467,5.29314,27.3435,7.49773,43.4393,43.299
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,9,3.15245,5.29204,27.1986,7.4711,43.2548,43.1142
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,10,3.16627,5.29105,27.3133,7.48134,43.3922,43.2519
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,11,3.16646,5.29121,27.3016,7.46906,43.3691,43.2283
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,12,3.15462,5.29065,27.3086,7.49363,43.3844,43.2475
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,13,3.17206,5.28959,27.2103,7.48749,43.2975,43.1594
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,14,3.15434,5.29247,27.0172,7.47315,43.077,42.9371
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,15,3.16397,5.29068,27.335,7.46906,43.398,43.2587
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,16,3.1711,5.29075,27.2542,7.4967,43.3507,43.2128
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,17,3.16442,5.29018,27.3567,7.48954,43.4403,43.3008
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,18,3.17024,5.29243,27.2896,7.48851,43.3814,43.2407
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,19,3.16576,5.29287,27.4543,7.48442,43.5366,43.3973
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,20,3.16803,5.2917,27.2884,7.50182,43.3867,43.2499
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,21,3.16544,5.29334,27.2267,7.48954,43.3133,43.175
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,22,3.15987,5.29652,27.3352,7.4967,43.4265,43.2883
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,23,3.16096,5.29449,27.249,7.46496,43.3101,43.1694
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,24,3.16381,5.29134,27.2632,7.47418,43.3323,43.1926
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,25,3.16723,5.2936,27.4781,7.47213,43.5493,43.4111
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,26,3.1697,5.29119,27.0846,7.4711,43.1586,43.0165
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,27,3.15242,5.29125,27.2292,7.47827,43.2923,43.1511
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,28,3.16813,5.29311,27.2902,7.48954,43.3804,43.2409
3,float,uniform,GPU,"P | P | P | P | N | D",1,512,29,3.16048,5.28794,27.2225,7.4967,43.3062,43.1676
