dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,0,1.57978,1044.12,6.73486,2.87939,1048.97,1055.32
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,1,0.936352,824.066,6.71327,2.2681,831.618,833.983
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,2,0.958208,814.943,6.79669,2.3808,824.869,825.079
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,3,0.979552,820.329,7.09073,2.34906,830.362,830.749
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,4,0.961312,822.107,6.79039,2.3849,831.412,832.243
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,5,0.980992,827.668,7.11683,2.35315,832.886,838.119
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,6,0.976384,821.362,7.09954,2.33062,831.59,831.768
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,7,0.975776,818.401,7.06271,2.33165,828.551,828.771
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,8,0.962656,822.52,6.81202,2.38285,832.508,832.678
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,9,0.977696,821.6,7.07771,2.33677,831.791,831.992
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,10,0.92944,819.931,6.71943,2.26195,829.951,829.842
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,11,0.981472,821.463,7.08156,2.3337,831.718,831.859
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,12,0.956864,821.783,6.79098,2.38797,831.722,831.919
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,13,0.97792,823.012,7.08674,2.34496,833.257,833.421
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,14,0.975168,821.425,7.09336,2.33677,831.624,831.83
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,15,0.974144,820.52,7.07883,2.33677,830.781,830.91
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,16,0.977024,823.536,7.10016,2.32653,833.767,833.94
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,17,0.97904,821.47,7.07607,2.33267,831.659,831.858
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,18,0.9752,817.826,7.08933,2.3337,824.603,828.224
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,19,0.975008,820.447,7.07759,2.34189,829.422,830.841
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,20,0.92848,824.039,6.687,2.25987,828.919,833.914
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,21,0.96256,818.178,6.79806,2.37875,828.106,828.318
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,22,0.929568,822.146,6.71646,2.2599,832.159,832.052
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,23,0.960032,821.127,6.821,2.37466,830.56,831.283
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,24,0.976416,817.25,7.09462,2.32141,827.042,827.642
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,25,0.976864,820.344,7.11527,2.31424,830.393,830.75
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,26,0.936352,822.068,6.80289,2.26301,832.179,832.07
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,27,0.96016,822.018,6.78714,2.38797,831.637,832.153
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,28,0.97696,821.238,7.06625,2.33984,831.271,831.621
3,double,uniform,GPU,"P | P | P | P | D | N",6,512,29,0.929088,820.949,6.72068,2.26202,830.975,830.861
