dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,0,1.92822,15.2364,3.75204,1.24928,27.0623,22.1659
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,1,1.5024,9.38111,3.7515,1.13254,20.5239,15.7676
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,2,1.50413,9.47917,3.72354,1.14176,20.6105,15.8486
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,3,1.50659,9.51001,3.71954,1.13869,20.5742,15.8748
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,4,1.50138,9.49096,3.72705,1.13971,20.553,15.8591
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,5,1.49693,9.35838,3.73082,1.15405,20.4542,15.7402
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,6,1.50202,9.40155,3.71899,1.14688,20.5591,15.7694
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,7,1.49942,9.40671,3.72148,1.14278,20.465,15.7704
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,8,1.49578,9.43072,3.71879,1.13459,20.5508,15.7799
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,9,1.51267,9.36391,3.7315,1.13766,20.4891,15.7457
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,10,1.50406,9.4522,3.72043,1.12947,20.5492,15.8062
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,11,1.50365,9.3696,3.72277,1.13254,20.5129,15.7286
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,12,1.49997,9.47869,3.71746,1.14995,20.5653,15.8461
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,13,1.5063,9.36201,3.72088,1.1479,20.4801,15.7371
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,14,1.5048,9.37619,3.71752,1.13459,20.5335,15.7331
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,15,1.49475,9.42852,3.72045,1.13357,20.5196,15.7773
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,16,1.50458,9.36584,3.72317,1.13664,20.467,15.7302
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,17,1.49846,9.46612,3.72296,1.14688,20.5024,15.8344
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,18,1.49814,9.46828,3.72122,1.14176,20.5235,15.8294
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,19,1.50717,9.3675,3.7277,1.13459,20.4556,15.737
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,20,1.49894,9.37484,3.72273,1.14586,20.4801,15.7424
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,21,1.5015,9.44223,3.71944,1.1305,20.507,15.7937
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,22,1.50042,9.41569,3.7204,1.15302,20.4864,15.7895
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,23,1.49382,9.3954,3.73122,1.1305,20.5131,15.7509
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,24,1.50307,9.42623,3.71478,1.14688,20.5221,15.791
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,25,1.49587,9.37906,3.72167,1.13459,20.5495,15.7312
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,26,1.49808,9.4162,3.72092,1.15098,20.5226,15.7862
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,27,1.50416,9.36134,3.72002,1.13971,20.4406,15.7252
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,28,1.50602,9.37035,3.7232,1.16122,20.4898,15.7608
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,29,1.50509,9.52013,3.72487,1.15302,20.5347,15.9031
