dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,0,0.532512,808.614,3.41318,1.85235,808.77,814.412
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,1,0.499904,836.033,3.4226,1.32096,841.416,841.277
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,2,0.512736,783.481,3.44343,1.33731,785.839,788.774
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,3,0.500032,786.772,3.40361,1.32195,792.138,791.997
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,4,0.50096,780.202,3.40711,1.32192,785.574,785.432
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,5,0.496096,789.53,3.64173,1.37626,789.627,795.045
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,6,0.513824,788.305,3.41402,1.32912,793.718,793.562
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,7,0.512192,773.748,3.41933,1.33216,774.42,779.011
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,8,0.499936,787.659,3.44777,1.33018,784.195,792.937
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,9,0.501952,776.21,3.39485,1.32298,780.841,781.43
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,10,0.50976,792.086,3.40276,1.3199,797.468,797.319
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,11,0.500768,775.765,3.38468,1.3209,769.598,780.971
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,12,0.499008,765.557,3.39989,1.31885,769.337,770.775
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,13,0.497696,773.574,3.38553,1.31888,778.045,778.777
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,14,0.511648,779.986,3.41402,1.33318,779.808,785.245
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,15,0.49792,788.13,3.45136,1.33728,792.033,793.417
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,16,0.50128,823.145,3.39195,1.32192,811.329,828.36
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,17,0.50304,805.141,3.40387,1.3199,810.504,810.368
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,18,0.501984,801.664,3.40727,1.32403,807.035,806.897
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,19,0.498784,788.567,3.38802,1.32093,793.895,793.774
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,20,0.4992,782.746,3.40138,1.32192,788.107,787.969
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,21,0.509376,762.407,3.66699,1.39981,763.715,767.983
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,22,0.498976,818.502,3.4747,1.33018,823.945,823.805
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,23,0.498944,831.42,3.39796,1.31888,836.773,836.636
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,24,0.495296,789.388,3.37077,1.30458,794.6,794.559
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,25,0.499296,795.475,3.39308,1.31888,800.824,800.686
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,26,0.49952,767.195,3.3832,1.32294,767.114,772.401
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,27,0.499648,763.913,3.39865,1.32086,763.062,769.132
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,28,0.500576,793.542,3.42751,1.33526,782.077,798.805
3,float,uniform,GPU,"P | P | P | P | N | D",6,512,29,0.497856,786.853,3.39366,1.3209,782.396,792.065
