dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,0,1.84294,28.6467,6.44096,2.83443,43.7575,39.765
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,1,1.38918,18.7314,6.45587,2.81293,33.1295,29.3894
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,2,1.38934,18.5886,6.56136,2.80986,32.9918,29.3492
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,3,1.3905,18.682,6.55139,2.79962,33.0718,29.4235
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,4,1.39082,18.8084,6.54129,2.66035,33.0999,29.4009
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,5,1.38691,18.9008,6.56119,2.54362,33.0708,29.3925
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,6,1.39226,18.6732,6.54844,2.80883,33.0419,29.4227
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,7,1.39117,18.788,6.55676,2.65114,33.0997,29.3871
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,8,1.38797,18.6326,6.54516,2.816,33.045,29.3817
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,9,1.38682,18.6804,6.56004,2.79552,33.0479,29.4227
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,10,1.38806,18.6404,6.53914,2.79757,33.0271,29.3651
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,11,1.38963,18.6503,6.50553,2.82317,33.0365,29.3686
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,12,1.39005,18.7084,6.54555,2.6921,33.0021,29.3361
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,13,1.39011,18.6226,6.52745,2.79859,32.9837,29.3388
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,14,1.39254,18.7941,6.52485,2.69414,33.033,29.4057
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,15,1.38918,18.7861,6.50451,2.73408,33.0709,29.4139
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,16,1.39101,18.8115,6.5618,2.57946,33.0395,29.3438
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,17,1.39178,18.6109,6.5509,2.80166,33.0149,29.3553
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,18,1.38963,18.7714,6.54802,2.62861,32.9652,29.3376
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,19,1.3896,18.6186,6.56135,2.81088,33.0131,29.3804
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,20,1.38726,18.6658,6.55844,2.7136,33.0661,29.3251
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,21,1.39027,18.6074,6.53982,2.80986,32.9406,29.3473
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,22,1.38762,18.6082,6.50055,2.80269,33.0558,29.2991
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,23,1.38746,18.6793,6.56932,2.77094,33.0677,29.4071
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,24,1.38995,18.8936,6.54051,2.56717,33.0474,29.3912
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,25,1.39014,18.6517,6.56236,2.77402,33.0696,29.3782
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,26,1.3888,18.7734,6.53351,2.68083,33.0408,29.3766
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,27,1.38166,18.6413,6.52485,2.68288,33.0729,29.2307
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,28,1.38912,18.5812,6.54378,2.78426,33.0337,29.2984
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,512,29,1.39315,18.5673,6.53568,2.81293,33.0381,29.3091
