dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,0,1.01283,682.743,1.9512,1.19091,688.081,686.898
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,1,0.501984,479.776,1.95102,0.766976,483.736,482.996
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,2,0.503584,463.52,1.91468,0.770048,467.43,466.708
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,3,0.503424,460.322,1.92216,0.758752,464.843,463.507
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,4,0.501472,436.469,1.89964,0.765888,440.99,439.636
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,5,0.499968,436.357,1.91507,0.758848,440.879,439.531
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,6,0.502432,438.761,1.91423,0.768,443.276,441.945
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,7,0.50432,434.384,1.92518,0.771008,438.32,437.584
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,8,0.509632,433.315,1.93671,0.770016,437.268,436.532
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,9,0.51056,428.327,1.93643,0.769024,432.878,431.543
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,10,0.499776,427.726,1.9149,0.771072,432.267,430.912
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,11,0.501312,427.686,1.92589,0.768,432.221,430.881
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,12,0.50112,431.728,1.91397,0.764928,436.257,434.908
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,13,0.500128,429.398,1.92164,0.764896,433.927,432.585
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,14,0.507776,436.103,1.91978,0.77312,440.056,439.304
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,15,0.497088,435.964,1.92287,0.76288,439.874,439.147
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,16,0.499488,427.354,1.9192,0.764896,431.879,430.538
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,17,0.510368,427.381,1.94142,0.769024,431.355,430.602
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,18,0.51648,427.14,1.92733,0.7752,431.726,430.359
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,19,0.501312,435.331,1.91013,0.7608,439.19,438.504
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,20,0.502784,427.384,1.91128,0.754656,431.281,430.552
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,21,0.502528,433.205,1.91853,0.758752,437.155,436.385
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,22,0.499424,427.149,1.91852,0.759744,431.665,430.327
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,23,0.501792,434.204,1.91813,0.763872,438.139,437.388
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,24,0.504896,434.577,1.91417,0.768,438.518,437.764
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,25,0.499104,423.126,1.92128,0.763936,427.654,426.31
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,26,0.499552,434.462,1.92201,0.759776,438.976,437.643
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,27,0.503968,427.187,1.92391,0.766912,431.715,430.382
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,28,0.503808,426.589,1.92067,0.763904,431.134,429.778
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,512,29,0.50352,427.294,1.92122,0.770016,431.827,430.489
