dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,0,115.826,21.8359,12.0836,3.93421,153.088,153.679
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,1,114.493,16.0249,12.1015,3.74682,145.594,146.367
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,2,114.455,16.0163,12.0722,3.74784,146.012,146.291
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,3,114.482,16.1036,12.041,3.75501,145.518,146.382
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,4,113.79,16.0151,12.0495,3.74477,145.001,145.599
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,5,114.148,16.1007,12.0283,3.75706,146.14,146.034
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,6,114.665,16.0626,11.989,3.74477,145.568,146.461
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,7,114.375,16.0131,12.0767,3.75194,146.314,146.217
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,8,114.062,16.0182,12.0357,3.74067,145.262,145.856
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,9,115.063,16.0531,12.0316,3.75091,145.805,146.898
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,10,114.286,16.0094,12.1579,3.74682,145.184,146.2
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,11,115.884,16.0945,12.0006,3.76422,147.845,147.743
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,12,114.459,16.0194,12.086,3.76422,146.067,146.328
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,13,114.174,16.1967,12.0133,3.75194,146.142,146.136
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,14,114.588,16.0233,12.1163,3.75501,145.534,146.483
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,15,115.535,16.1829,11.9682,3.75603,146.669,147.442
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,16,113.362,16.1387,11.9944,3.74477,144.89,145.24
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,17,114.552,16.0773,12.0587,3.75398,146.308,146.442
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,18,112.965,16.3573,12.0723,3.7591,145.177,145.154
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,19,115.591,16.0182,12.1482,3.75398,147.196,147.512
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,20,114.908,16.0659,12.1176,3.7632,146.969,146.855
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,21,114.136,16.0685,12.0186,3.74886,145.625,145.972
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,22,113.184,16.0303,12.0057,3.77549,144.724,144.995
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,23,114.91,16.0104,12.0694,3.75808,146.043,146.748
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,24,114.607,16.0259,12.0208,3.7417,146.109,146.396
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,25,113.852,16.0314,12.0638,3.73965,145.367,145.686
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,26,114.306,16.0591,12.1328,3.75706,145.932,146.255
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,27,114.658,16.0496,12.04,3.74477,145.92,146.492
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,28,114.159,16.0052,12.0878,3.75706,146.107,146.009
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",2,512,29,114.624,16.08,12.0811,3.75501,145.789,146.54
