dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,44.682,367.117,2.84951,1.04243,415.23,415.691
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,42.6957,218.399,2.83621,0.643072,264.634,264.574
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,42.7696,220.866,2.80157,0.638912,266.827,267.076
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,42.6776,218.782,2.80421,0.639968,264.721,264.904
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,42.7029,220.069,2.8133,0.638944,265.999,266.224
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,42.6636,224.766,2.81083,0.645056,270.219,270.886
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,42.7054,218.202,2.81212,0.64304,264.22,264.363
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,42.6229,219.245,2.82012,0.6512,265.201,265.34
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,42.6885,219.921,2.80656,0.647168,265.999,266.063
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,42.7353,218.428,2.81127,0.640992,264.434,264.616
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,42.5692,220.548,2.80546,0.64096,266.456,266.564
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,42.5652,226.81,2.80848,0.64096,272.726,272.825
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,43.1878,218.26,2.80512,0.639968,264.501,264.893
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,42.7897,217.709,2.80439,0.643008,263.789,263.946
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,42.6714,218.663,2.80508,0.642016,264.871,264.781
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,42.6756,218.565,2.81526,0.650208,264.777,264.706
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,43.7688,219.531,2.81952,0.642016,266.899,266.762
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,42.7512,220.941,2.86149,0.650208,266.734,267.204
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,43.1698,218.017,2.80715,0.638944,264.156,264.633
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,43.0808,218.095,2.80632,0.642048,264.185,264.624
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,43.121,219.053,2.80591,0.641984,265.148,265.622
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,43.1291,221.111,2.80076,0.639936,267.305,267.681
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,43.0759,220.306,2.79955,0.639936,266.665,266.821
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,43.1426,216.915,2.80142,0.643104,263.317,263.502
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,43.5382,218.245,2.83025,0.648128,264.142,265.262
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,44.0663,218.528,2.88594,0.657376,266.274,266.137
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,42.6184,218.064,2.81029,0.64512,264.071,264.138
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,42.5737,219.445,2.80281,0.643072,265.355,265.464
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,42.6203,220.088,2.81804,0.642048,266.122,266.169
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,42.5822,218.238,2.80794,0.640992,264.345,264.269
