dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,0,1.25398,1276.08,2.7656,1.44899,1247.14,1281.54
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,1,0.703392,945.597,2.73609,1.09258,951.86,950.129
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,2,0.69936,1003.5,2.72397,1.09158,1009.25,1008.02
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,3,0.704864,952.03,2.75107,1.0967,958.322,956.583
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,4,0.705632,970.257,2.73828,1.09568,971.197,974.796
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,5,0.698624,965.709,2.72741,1.08541,971.968,970.22
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,6,0.700704,1003.54,2.72792,1.09568,999.293,1008.06
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,7,0.706656,955.586,2.75103,1.09155,961.96,960.135
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,8,0.708224,945.255,2.7475,1.09568,951.564,949.806
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,9,0.699488,962.213,2.7345,1.08438,961.039,966.731
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,10,0.70192,975.944,2.72358,1.09056,978.124,980.46
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,11,0.699136,980.372,2.72147,1.09568,986.649,984.889
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,12,0.703008,965.41,2.72797,1.09261,968.608,969.934
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,13,0.700864,959.353,2.72247,1.0905,965.609,963.866
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,14,0.701344,954.621,2.76147,1.09667,959.239,959.181
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,15,0.70272,958.734,2.74688,1.0977,958.734,963.281
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,16,0.701312,969.967,2.73552,1.0895,976.255,974.493
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,17,0.698304,1006.13,2.72649,1.09466,1012.4,1010.65
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,18,0.700128,969.664,2.72392,1.0936,975.921,974.181
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,19,0.706624,958.146,2.74164,1.09466,960.843,962.689
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,20,0.705312,952.883,2.73701,1.09466,956.614,957.42
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,21,0.702752,973.506,2.72885,1.0936,979.785,978.031
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,22,0.699904,954.906,2.72608,1.09155,947.022,959.423
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,23,0.694464,979.654,2.73293,1.09258,978.994,984.174
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,24,0.699328,968.541,2.73691,1.08954,970.363,973.066
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,25,0.698048,958.137,2.72021,1.08848,959.647,962.644
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,26,0.696704,989.107,2.71671,1.09258,992.109,993.613
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,27,0.707168,954.802,2.75506,1.09462,961.125,959.359
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,28,0.700288,961.823,2.72359,1.08442,964.564,966.331
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,512,29,0.699872,987.146,2.73235,1.09466,993.44,991.673
