dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,0,0.578336,0,2628.44,1.2247,2624.89,2630.24
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,1,0.501184,0,2194.14,0.69632,2191.95,2195.34
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,2,0.500096,0,2181.72,0.6912,2176.85,2182.91
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,3,0.518624,0,2198.72,0.705536,2193.33,2199.94
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,4,0.499488,0,2182.14,0.693248,2178.15,2183.34
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,5,0.507424,0,2172.04,0.699424,2169.21,2173.24
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,6,0.496224,0,2172.52,0.702464,2170.19,2173.72
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,7,0.497888,0,2189.46,0.694272,2184.79,2190.66
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,8,0.497824,0,2170.68,0.6912,2166.65,2171.87
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,9,0.53968,0,2325.98,0.704512,2296.54,2327.22
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,10,0.503232,0,2324.7,0.692224,2288.58,2325.89
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,11,0.497312,0,2189.37,0.695296,2183.14,2190.56
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,12,0.500192,0,2328.23,0.698368,2298.5,2329.43
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,13,0.498816,0,2173.91,0.685056,2165.71,2175.09
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,14,0.49712,0,2163.39,0.689152,2158.15,2164.58
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,15,0.5008,0,2319.62,0.697344,2292.05,2320.82
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,16,0.501472,0,2316.86,0.688128,2285.2,2318.05
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,17,0.4984,0,2176.17,0.692224,2169.97,2177.36
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,18,0.503104,0,2312.79,0.6912,2280.77,2313.98
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,19,0.498176,0,2499.26,0.690176,2492.65,2500.45
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,20,0.497984,0,2175.39,0.693248,2167.58,2176.58
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,21,0.497152,0,2180.83,0.69632,2175.56,2182.02
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,22,0.498464,0,2161.33,0.693248,2157.15,2162.52
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,23,0.507456,0,2167.06,0.689152,2162.76,2168.26
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,24,0.496064,0,2166.58,0.6912,2162.25,2167.77
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,25,0.497824,0,2224.29,0.694272,2217.21,2225.48
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,26,0.49872,0,2196.25,0.6912,2191.1,2197.44
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,27,0.496896,0,2188.17,0.68608,2182,2189.35
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,28,0.50304,0,2354.03,0.694272,2323.16,2355.22
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,29,0.498336,0,2195.39,0.695296,2189.95,2196.58
