dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,0,63.119,1100.7,5.04995,2.44122,1171.59,1171.31
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,1,62.9623,1063.05,4.99335,1.78477,1132.94,1132.79
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,2,62.5625,1049.99,4.99213,1.78986,1119.48,1119.33
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,3,62.7068,1012.59,4.98804,1.78579,1080.81,1082.07
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,4,62.6148,1040.62,5.02596,1.80531,1110.25,1110.07
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,5,63.4934,1028.37,4.99037,1.796,1098.8,1098.65
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,6,63.345,1046.89,4.97708,1.78371,1117.14,1116.99
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,7,63.4573,1022.21,4.97081,1.78992,1091.09,1092.42
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,8,63.2352,1034.42,4.98092,1.7817,1104.57,1104.42
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,9,62.5479,1037.97,4.97748,1.7889,1105.94,1107.28
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,10,62.7449,1048.43,4.97935,1.78579,1113.1,1117.94
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,11,62.3954,1039.89,5.04474,1.80835,1109.29,1109.14
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,12,62.6196,1045.21,4.97036,1.78067,1114.72,1114.58
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,13,62.7353,1033.62,4.97727,1.78067,1103.26,1103.11
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,14,62.6674,1050.09,4.98649,1.78378,1118.51,1119.53
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,15,66.2521,1040.86,4.97455,1.78074,1114.03,1113.87
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,16,62.3167,1013.69,4.97517,1.78682,1080.99,1082.77
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,17,62.5976,1041.14,4.98355,1.78784,1108.48,1110.5
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,18,63.66,1037.1,4.9712,1.78685,1105.53,1107.52
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,19,62.3621,1002.52,4.98985,1.7848,1070.19,1071.66
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,20,62.6826,1045.59,4.97863,1.78477,1113.98,1115.03
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,21,62.6507,1014.78,4.97712,1.78576,1081.69,1084.2
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,22,62.4128,1027.98,5.03561,1.81651,1095.15,1097.25
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,23,62.7812,1016.57,4.96474,1.78589,1082.95,1086.1
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,24,63.0372,1046.19,4.96946,1.78477,1116.14,1115.98
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,25,62.5749,1028.86,4.98422,1.78787,1097.42,1098.21
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,26,62.5779,1017.32,4.99919,1.78992,1085.19,1086.69
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,27,62.5408,996.427,4.97377,1.78474,1063.48,1065.73
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,28,62.7753,1044.29,4.9818,1.78586,1113.38,1113.83
3,float,uniform,CPU,"P | P | P | P | N | D",4,512,29,62.7066,1063.96,4.97761,1.78579,1115.94,1133.43
