dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,0,86.4612,1060.78,6.75838,2.74736,1156.94,1156.75
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,1,85.0851,826.156,6.75842,2.264,920.384,920.264
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,2,84.4013,831.912,6.68349,2.25987,925.113,925.256
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,3,84.9493,823.318,6.69154,2.26195,917.202,917.221
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,4,85.5132,824.092,6.69131,2.26093,916.7,918.557
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,5,84.5119,830.534,6.76231,2.25994,924.22,924.068
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,6,84.4976,823.093,6.718,2.27322,909.783,916.582
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,7,85.217,824.276,6.69612,2.264,910.663,918.453
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,8,84.7856,823.069,6.69246,2.2609,915.408,916.808
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,9,84.4859,820.133,6.69692,2.25782,908.669,913.574
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,10,84.5682,824.673,6.73351,2.2671,918.364,918.241
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,11,84.4697,828.718,6.75616,2.27219,916.641,922.216
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,12,85.5681,830.845,6.69598,2.25987,916.682,925.369
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,13,84.8061,820.631,6.73469,2.26195,914.555,914.434
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,14,84.7678,822.379,6.72753,2.2599,916.27,916.134
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,15,85.4979,835.582,6.68844,2.25782,915.437,930.026
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,16,84.6191,834.742,6.7032,2.26093,906.094,928.325
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,17,84.4855,820.555,6.6822,2.2569,913.461,913.979
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,18,85.5279,822.026,6.68436,2.25786,916.062,916.497
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,19,85.4794,824.612,6.69096,2.2599,917.069,919.042
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,20,86.1379,822.079,6.72818,2.25789,917.327,917.203
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,21,84.7206,819.486,6.71754,2.2609,913.304,913.185
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,22,84.5703,822.171,6.72107,2.26294,915.844,915.726
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,23,84.5777,822.236,6.72248,2.26195,915.911,915.799
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,24,84.7057,820.493,6.74857,2.27731,912.766,914.224
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,25,84.5592,822.076,6.702,2.25686,914.78,915.594
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,26,85.5341,819.636,6.72359,2.2609,914.275,914.154
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,27,85.5423,820.999,6.68251,2.25987,914.906,915.484
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,28,84.4653,819.109,6.68999,2.26195,908.662,912.526
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,512,29,84.4813,820.909,6.68947,2.26195,910.773,914.342
