dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,0,1.92317,24.5862,12.9007,3.7673,43.3173,43.1773
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,1,1.44179,14.6846,12.832,3.56966,32.6181,32.528
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,2,1.44656,14.6943,12.8171,3.55533,32.6049,32.5133
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,3,1.44714,14.6768,12.8088,3.56454,32.5853,32.4973
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,4,1.44368,14.6971,12.7607,3.57274,32.5657,32.4742
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,5,1.44448,14.7131,12.8346,3.54611,32.6319,32.5383
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,6,1.44218,14.6926,12.8329,3.56352,32.6241,32.5312
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,7,1.4456,14.6801,12.8112,3.57274,32.5963,32.5097
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,8,1.4441,14.6772,12.7647,3.5543,32.5282,32.4402
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,9,1.44752,14.6833,12.8302,3.56966,32.6181,32.5308
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,10,1.44979,14.6949,12.8213,3.56045,32.6255,32.5264
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,11,1.4456,14.6853,12.8369,3.55226,32.6112,32.5201
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,12,1.44458,14.6968,12.7601,3.55942,32.5461,32.4608
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,13,1.44419,14.7157,12.7621,3.55533,32.5712,32.4774
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,14,1.44733,14.671,12.8186,3.58298,32.6095,32.5199
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,15,1.44646,14.6953,12.8044,3.54611,32.5793,32.4922
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,16,1.44592,14.6907,12.8376,3.57274,32.6394,32.547
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,17,1.44256,14.6745,12.8258,3.57069,32.6038,32.5135
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,18,1.44413,14.6826,12.7648,3.57171,32.5516,32.4632
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,19,1.44445,14.6714,12.7469,3.56762,32.5185,32.4304
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,20,1.4457,14.6917,12.7065,3.56147,32.4925,32.4053
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,21,1.44141,14.677,12.7866,3.55533,32.5493,32.4604
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,22,1.44573,14.6862,12.8435,3.56147,32.6251,32.5368
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,23,1.44387,14.6844,12.8079,3.55123,32.5756,32.4875
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,24,1.4481,14.6759,12.7465,3.5543,32.5141,32.4248
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,25,1.44285,14.6801,12.8104,3.57069,32.591,32.5039
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,26,1.448,14.6969,12.8146,3.5625,32.6133,32.522
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,27,1.44499,14.6673,12.8283,3.59014,32.6189,32.5307
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,28,1.46211,14.736,12.8758,3.57888,32.7791,32.6527
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,29,1.44339,14.6967,12.7755,3.55738,32.5662,32.473
